"NET Ranking","conferenceId","teamId","Wins","confWins","teamMarket","GP*","ATR2 FGA","ATR2 FGA/G","ATR2 FGA/G %ile","ATR2 FGA%","ATR2 FGA% %ile","ATR2 FG%","ATR2 FG% %ile","PAINT2 FGA","PAINT2 FGA/G","PAINT2 FGA/G %ile","PAINT2 FGA%","PAINT2 FGA% %ile","PAINT2 FG%","PAINT2 FG% %ile","MID2 FGA","MID2 FGA/G","MID2 FGA/G %ile","MID2 FGA%","MID2 FGA% %ile","MID2 FG%","MID2 FG% %ile","ATB3 FGA","ATB3 FGA/G","ATB3 FGA/G %ile","ATB3 FGA%","ATB3 FGA% %ile","ATB3 FG%","ATB3 FG% %ile","C3 FGA","C3 FGA/G","C3 FGA/G %ile","C3 FGA%","C3 FGA% %ile","C3 FG%","C3 FG% %ile","Rim + 3s FGA","Rim + 3s FGA/G","Rim + 3s FGA/G %ile","Rim + 3s FGA%","Rim + 3s FGA% %ile","Rim + 3s eFG%","Rim + 3s eFG% %ile"
"326","2","104454","8","4","Western Mich.","28","422","15.07143","0.2","0.26","0.17","0.5995","0.26","299","10.67857","0.44","0.1842","0.45","0.4047","0.49","219","7.82143","0.53","0.1349","0.52","0.411","0.93","522","18.64286","0.83","0.3216","0.82","0.3065","0.17","160","5.71429","0.75","0.0986","0.71","0.3688","0.6","1105","39.46429","0.59","0.6808","0.52","0.5262","0.12"
"169","88","104453","17","8","Western Ky.","31","429","13.83871","0.09","0.2424","0.07","0.6247","0.51","364","11.74194","0.66","0.2056","0.66","0.4286","0.73","337","10.87097","0.89","0.1904","0.91","0.368","0.67","497","16.03226","0.44","0.2808","0.46","0.3421","0.65","142","4.58065","0.34","0.0802","0.35","0.3521","0.42","1069","34.48387","0.15","0.604","0.11","0.5594","0.51"
"248","52","104452","16","9","Western Ill.","27","498","18.44444","0.7","0.3176","0.66","0.6165","0.43","339","12.55556","0.78","0.2162","0.77","0.4484","0.84","143","5.2963","0.17","0.0912","0.16","0.3427","0.46","497","18.40741","0.81","0.317","0.8","0.3018","0.12","91","3.37037","0.07","0.058","0.05","0.3846","0.75","1086","40.22222","0.67","0.6926","0.61","0.5382","0.2"
"232","38","104450","18","10","Western Caro.","30","515","17.16667","0.5","0.2963","0.45","0.6175","0.44","362","12.06667","0.71","0.2083","0.69","0.3425","0.07","140","4.66667","0.11","0.0806","0.11","0.3357","0.4","519","17.3","0.68","0.2986","0.65","0.3044","0.15","201","6.7","0.93","0.1157","0.91","0.4179","0.93","1236","41.2","0.77","0.7112","0.74","0.551","0.35"
"24","60","104448","19","7","West Virginia","34","556","16.35294","0.37","0.2847","0.35","0.6259","0.52","320","9.41176","0.22","0.1639","0.22","0.4313","0.75","369","10.85294","0.89","0.1889","0.9","0.4011","0.87","551","16.20588","0.47","0.2821","0.48","0.3412","0.63","157","4.61765","0.35","0.0804","0.36","0.3822","0.73","1264","37.17647","0.33","0.6472","0.3","0.5696","0.63"
"192","61","104434","18","12","Weber St.","31","426","13.74194","0.07","0.2641","0.2","0.6479","0.75","345","11.12903","0.55","0.2139","0.75","0.4609","0.91","239","7.70968","0.51","0.1482","0.64","0.3682","0.67","450","14.51613","0.24","0.279","0.43","0.32","0.31","153","4.93548","0.45","0.0949","0.65","0.3529","0.43","1029","33.19355","0.07","0.6379","0.25","0.5569","0.46"
"79","74","104427","17","11","Washington St.","34","529","15.55882","0.25","0.2757","0.28","0.6011","0.27","321","9.44118","0.23","0.1673","0.25","0.3209","0.03","236","6.94118","0.41","0.123","0.42","0.3475","0.52","607","17.85294","0.74","0.3163","0.79","0.3707","0.91","226","6.64706","0.92","0.1178","0.93","0.3761","0.68","1362","40.05882","0.65","0.7097","0.72","0.5749","0.71"
"124","74","104424","16","8","Washington","32","533","16.65625","0.42","0.2924","0.41","0.6567","0.81","388","12.125","0.72","0.2128","0.74","0.3608","0.14","234","7.3125","0.46","0.1284","0.47","0.3718","0.69","522","16.3125","0.5","0.2863","0.51","0.3008","0.11","145","4.53125","0.32","0.0795","0.34","0.3586","0.49","1201","37.53125","0.37","0.6588","0.37","0.5525","0.39"
"89","53","104413","19","10","Wake Forest","33","512","15.51515","0.25","0.2682","0.23","0.7168","0.99","380","11.51515","0.63","0.1991","0.62","0.3789","0.27","150","4.54545","0.1","0.0786","0.09","0.3467","0.51","622","18.84848","0.85","0.3258","0.85","0.3408","0.62","244","7.39394","0.98","0.1278","0.98","0.418","0.93","1379","41.78788","0.82","0.7224","0.82","0.6088","0.97"
"303","3","104412","15","8","Wagner","26","435","16.73077","0.44","0.2918","0.41","0.5471","0.02","317","12.19231","0.73","0.2126","0.74","0.3785","0.26","212","8.15385","0.6","0.1422","0.6","0.3443","0.48","425","16.34615","0.5","0.285","0.5","0.2847","0.03","100","3.84615","0.17","0.0671","0.15","0.38","0.7","962","37","0.31","0.6452","0.29","0.4953","0.01"
"75","53","104407","19","8","Virginia Tech","34","624","18.35294","0.68","0.3147","0.63","0.6378","0.66","374","11","0.52","0.1886","0.51","0.4652","0.93","199","5.85294","0.26","0.1004","0.22","0.392","0.83","609","17.91176","0.75","0.3071","0.7","0.3547","0.79","177","5.20588","0.56","0.0893","0.53","0.3672","0.58","1410","41.47059","0.79","0.711","0.74","0.5812","0.78"
"29","53","104405","25","15","Virginia","33","593","17.9697","0.63","0.336","0.82","0.6273","0.54","233","7.06061","0.02","0.132","0.03","0.3948","0.4","310","9.39394","0.76","0.1756","0.84","0.3516","0.55","499","15.12121","0.33","0.2827","0.49","0.3467","0.69","130","3.93939","0.19","0.0737","0.24","0.3615","0.52","1222","37.0303","0.31","0.6924","0.6","0.5745","0.7"
"71","29","104403","17","10","Villanova","34","541","15.91176","0.31","0.292","0.41","0.6654","0.87","261","7.67647","0.05","0.1409","0.06","0.3755","0.22","166","4.88235","0.13","0.0896","0.15","0.3193","0.24","719","21.14706","0.97","0.388","0.99","0.3241","0.38","165","4.85294","0.42","0.089","0.52","0.3818","0.73","1426","41.94118","0.83","0.7696","0.96","0.5638","0.56"
"112","18","104401","23","17","Vermont","33","563","17.06061","0.47","0.3075","0.56","0.6536","0.79","294","8.90909","0.14","0.1606","0.2","0.517","1","179","5.42424","0.2","0.0978","0.2","0.3073","0.13","580","17.57576","0.71","0.3168","0.8","0.3569","0.81","213","6.45455","0.88","0.1163","0.92","0.3709","0.64","1358","41.15152","0.76","0.7417","0.89","0.5869","0.84"
"81","89","104399","22","11","Vanderbilt","37","510","13.78378","0.08","0.2332","0.04","0.6333","0.63","484","13.08108","0.86","0.2213","0.8","0.4298","0.74","270","7.2973","0.46","0.1235","0.43","0.3296","0.32","765","20.67568","0.95","0.3498","0.93","0.3229","0.35","155","4.18919","0.26","0.0709","0.2","0.4","0.85","1433","38.72973","0.49","0.6552","0.33","0.5499","0.34"
"294","54","104398","11","5","Valparaiso","31","544","17.54839","0.57","0.3048","0.53","0.6618","0.85","271","8.74194","0.12","0.1518","0.1","0.4244","0.69","323","10.41935","0.87","0.181","0.87","0.3591","0.61","466","15.03226","0.32","0.2611","0.29","0.2661","0.01","180","5.80645","0.77","0.1008","0.74","0.3611","0.51","1191","38.41935","0.45","0.6672","0.44","0.5403","0.23"
"355","38","104394","7","2","VMI","29","407","14.03448","0.11","0.238","0.06","0.6192","0.46","324","11.17241","0.57","0.1895","0.52","0.3302","0.04","224","7.72414","0.52","0.131","0.49","0.317","0.22","612","21.10345","0.97","0.3579","0.94","0.335","0.52","142","4.89655","0.44","0.083","0.41","0.3732","0.65","1162","40.06897","0.65","0.6795","0.51","0.5499","0.34"
"54","4","104393","27","15","VCU","35","755","21.57143","0.95","0.4044","0.99","0.6212","0.48","314","8.97143","0.16","0.1682","0.26","0.3344","0.05","188","5.37143","0.19","0.1007","0.22","0.4149","0.94","498","14.22857","0.21","0.2667","0.34","0.3534","0.77","111","3.17143","0.04","0.0595","0.07","0.3243","0.21","1365","39","0.53","0.7311","0.84","0.5766","0.73"
"58","36","104391","28","15","Utah Valley","34","627","18.44118","0.7","0.3137","0.61","0.6523","0.78","446","13.11765","0.87","0.2231","0.82","0.4327","0.76","269","7.91176","0.55","0.1346","0.52","0.3829","0.77","464","13.64706","0.14","0.2321","0.11","0.3254","0.4","193","5.67647","0.73","0.0965","0.68","0.3523","0.43","1284","37.76471","0.38","0.6423","0.27","0.5744","0.7"
"23","87","104390","26","13","Utah St.","34","537","15.79412","0.29","0.281","0.32","0.7039","0.98","400","11.76471","0.66","0.2093","0.71","0.4175","0.62","171","5.02941","0.14","0.0895","0.15","0.345","0.49","608","17.88235","0.74","0.3182","0.8","0.3931","0.99","193","5.67647","0.73","0.101","0.74","0.3368","0.3","1340","39.41176","0.58","0.7012","0.67","0.6224","0.99"
"80","74","104389","17","10","Utah","32","549","17.15625","0.5","0.2966","0.45","0.6248","0.51","326","10.1875","0.37","0.1761","0.34","0.3896","0.36","280","8.75","0.67","0.1513","0.67","0.3179","0.23","520","16.25","0.48","0.2809","0.46","0.3288","0.45","174","5.4375","0.64","0.094","0.62","0.3506","0.4","1245","38.90625","0.52","0.6726","0.47","0.555","0.42"
"284","88","104382","10","4","UTSA","30","416","13.86667","0.09","0.2454","0.09","0.5625","0.04","386","12.86667","0.83","0.2277","0.85","0.4016","0.45","239","7.96667","0.56","0.141","0.58","0.3431","0.47","448","14.93333","0.31","0.2643","0.32","0.3058","0.16","206","6.86667","0.94","0.1215","0.95","0.4126","0.91","1070","35.66667","0.23","0.6313","0.23","0.5299","0.15"
"259","36","104381","15","5","UTRGV","28","579","20.67857","0.89","0.3693","0.94","0.6304","0.58","326","11.64286","0.65","0.2079","0.69","0.3865","0.34","115","4.10714","0.07","0.0733","0.07","0.313","0.18","432","15.42857","0.37","0.2755","0.41","0.3426","0.65","116","4.14286","0.25","0.074","0.25","0.3103","0.13","1127","40.25","0.68","0.7188","0.8","0.5688","0.61"
"182","88","104380","14","7","UTEP","30","576","19.2","0.79","0.3493","0.87","0.6736","0.9","295","9.83333","0.31","0.1789","0.38","0.3831","0.31","284","9.46667","0.78","0.1722","0.82","0.2993","0.09","376","12.53333","0.07","0.228","0.1","0.2686","0.01","118","3.93333","0.19","0.0716","0.21","0.3644","0.55","1070","35.66667","0.23","0.6489","0.3","0.5645","0.56"
"251","15","104379","19","10","UT Martin","29","611","21.06897","0.92","0.3495","0.87","0.6268","0.53","317","10.93103","0.5","0.1814","0.42","0.3533","0.1","183","6.31034","0.31","0.1047","0.25","0.4481","0.98","472","16.27586","0.49","0.27","0.38","0.3136","0.24","164","5.65517","0.73","0.0938","0.61","0.3293","0.25","1248","43.03448","0.9","0.714","0.77","0.5509","0.35"
"249","36","104378","11","6","UT Arlington","29","511","17.62069","0.59","0.3123","0.6","0.5812","0.13","280","9.65517","0.28","0.1711","0.29","0.3607","0.14","277","9.55172","0.79","0.1693","0.8","0.2924","0.07","412","14.2069","0.21","0.2518","0.21","0.2961","0.07","156","5.37931","0.61","0.0954","0.66","0.3782","0.69","1079","37.2069","0.33","0.6595","0.38","0.5269","0.12"
"253","37","104376","15","9","USC Upstate","28","510","18.21429","0.66","0.3336","0.79","0.6451","0.72","258","9.21429","0.19","0.1687","0.26","0.4031","0.47","229","8.17857","0.6","0.1498","0.65","0.345","0.49","387","13.82143","0.16","0.2531","0.22","0.3437","0.66","144","5.14286","0.54","0.0942","0.63","0.2986","0.07","1042","37.21429","0.34","0.6815","0.53","0.5691","0.62"
"94","87","104375","19","8","UNLV","31","463","14.93548","0.19","0.2557","0.15","0.6004","0.27","379","12.22581","0.74","0.2093","0.71","0.4195","0.64","244","7.87097","0.55","0.1347","0.52","0.3402","0.44","553","17.83871","0.73","0.3054","0.68","0.3165","0.26","170","5.48387","0.66","0.0939","0.61","0.4235","0.95","1188","38.32258","0.43","0.656","0.34","0.5459","0.3"
"218","54","104374","14","9","UNI","31","442","14.25806","0.12","0.2568","0.16","0.6267","0.53","408","13.16129","0.87","0.2371","0.9","0.4485","0.84","204","6.58065","0.36","0.1185","0.39","0.4167","0.94","543","17.51613","0.7","0.3155","0.78","0.3241","0.38","123","3.96774","0.2","0.0715","0.21","0.3984","0.85","1109","35.77419","0.24","0.6444","0.28","0.5541","0.41"
"141","16","104373","24","12","UNCW","32","464","14.5","0.14","0.275","0.28","0.6379","0.66","328","10.25","0.39","0.1944","0.57","0.4207","0.65","321","10.03125","0.84","0.1903","0.91","0.324","0.28","444","13.875","0.16","0.2632","0.31","0.3311","0.48","129","4.03125","0.21","0.0765","0.31","0.3411","0.33","1038","32.4375","0.04","0.6153","0.17","0.5612","0.53"
"117","38","104371","20","14","UNC Greensboro","30","520","17.33333","0.53","0.309","0.57","0.6212","0.48","300","10","0.34","0.1783","0.37","0.4","0.44","206","6.86667","0.4","0.1224","0.42","0.301","0.1","493","16.43333","0.52","0.2929","0.59","0.3408","0.62","163","5.43333","0.63","0.0969","0.69","0.3865","0.77","1177","39.23333","0.56","0.6993","0.66","0.5688","0.61"
"143","37","104370","26","16","UNC Asheville","31","555","17.90323","0.62","0.3353","0.8","0.6559","0.8","290","9.35484","0.21","0.1752","0.34","0.3345","0.05","198","6.3871","0.34","0.1196","0.4","0.3232","0.27","529","17.06452","0.64","0.3196","0.81","0.3875","0.98","82","2.64516","0.01","0.0495","0.02","0.378","0.69","1167","37.64516","0.37","0.7051","0.69","0.6153","0.98"
"118","18","104369","26","13","UMass Lowell","32","554","17.3125","0.53","0.2999","0.49","0.6588","0.83","543","16.96875","1","0.294","1","0.4457","0.82","177","5.53125","0.21","0.0958","0.19","0.3277","0.3","427","13.34375","0.12","0.2312","0.11","0.363","0.86","146","4.5625","0.33","0.079","0.34","0.4178","0.93","1127","35.21875","0.19","0.6102","0.14","0.6114","0.97"
"313","52","104366","11","7","Kansas City","30","449","14.96667","0.19","0.2624","0.19","0.5724","0.09","373","12.43333","0.76","0.218","0.78","0.3887","0.36","284","9.46667","0.78","0.166","0.77","0.3204","0.24","480","16","0.44","0.2805","0.45","0.2604","0","125","4.16667","0.26","0.0731","0.23","0.328","0.23","1054","35.13333","0.19","0.616","0.17","0.4801","0"
"229","5","104365","16","7","UMES","25","406","16.24","0.34","0.2857","0.36","0.5813","0.13","241","9.64","0.27","0.1696","0.27","0.3776","0.25","201","8.04","0.57","0.1414","0.59","0.3134","0.19","457","18.28","0.79","0.3216","0.82","0.3195","0.3","116","4.64","0.36","0.0816","0.38","0.3276","0.23","979","39.16","0.54","0.689","0.58","0.523","0.08"
"239","18","104364","18","8","UMBC","31","469","15.12903","0.21","0.252","0.13","0.6461","0.73","363","11.70968","0.65","0.1951","0.58","0.4242","0.69","297","9.58065","0.8","0.1596","0.73","0.4209","0.95","570","18.3871","0.81","0.3063","0.69","0.3316","0.49","162","5.22581","0.57","0.087","0.47","0.3704","0.62","1201","38.74194","0.49","0.6454","0.29","0.5633","0.55"
"288","54","104362","12","4","UIC","31","547","17.64516","0.59","0.3171","0.65","0.5996","0.26","299","9.64516","0.28","0.1733","0.31","0.3445","0.08","132","4.25806","0.08","0.0765","0.08","0.2803","0.04","535","17.25806","0.67","0.3101","0.73","0.3383","0.57","212","6.83871","0.94","0.1229","0.96","0.316","0.16","1294","41.74194","0.81","0.7501","0.92","0.541","0.24"
"3","29","104361","31","13","UConn","39","749","19.20513","0.79","0.321","0.68","0.6622","0.85","405","10.38462","0.41","0.1736","0.32","0.4099","0.54","206","5.28205","0.17","0.0883","0.14","0.3252","0.28","774","19.84615","0.92","0.3318","0.88","0.3747","0.94","198","5.07692","0.51","0.0849","0.44","0.3182","0.17","1722","44.15385","0.94","0.7381","0.87","0.5955","0.9"
"4","74","104360","31","18","UCLA","37","585","15.81081","0.29","0.2606","0.18","0.6838","0.93","534","14.43243","0.95","0.2379","0.9","0.4064","0.52","475","12.83784","0.97","0.2116","0.96","0.3979","0.86","510","13.78378","0.15","0.2272","0.09","0.3353","0.53","141","3.81081","0.15","0.0628","0.1","0.3972","0.83","1236","33.40541","0.08","0.5506","0.01","0.5991","0.93"
"66","17","104359","19","8","UCF","34","532","15.64706","0.27","0.2687","0.25","0.5977","0.24","351","10.32353","0.4","0.1773","0.36","0.4103","0.55","262","7.70588","0.51","0.1323","0.5","0.3473","0.51","722","21.23529","0.97","0.3646","0.96","0.349","0.72","112","3.29412","0.05","0.0566","0.04","0.3839","0.75","1367","40.20588","0.67","0.6904","0.59","0.5563","0.44"
"103","40","104356","27","15","UC Santa Barbara","33","506","15.33333","0.23","0.2868","0.37","0.6581","0.82","460","13.93939","0.93","0.2608","0.97","0.5217","1","285","8.63636","0.66","0.1616","0.74","0.393","0.84","380","11.51515","0.04","0.2154","0.06","0.3421","0.65","133","4.0303","0.21","0.0754","0.28","0.3684","0.59","1019","30.87879","0.01","0.5777","0.05","0.5903","0.87"
"282","40","104355","10","5","UC San Diego","28","422","15.07143","0.2","0.2652","0.21","0.6066","0.33","388","13.85714","0.92","0.2439","0.93","0.4485","0.84","157","5.60714","0.22","0.0987","0.21","0.3185","0.23","505","18.03571","0.76","0.3174","0.8","0.3149","0.25","118","4.21429","0.27","0.0742","0.26","0.3983","0.85","1046","37.35714","0.36","0.6574","0.35","0.5402","0.23"
"140","40","104354","22","14","UC Riverside","33","405","12.27273","0.02","0.205","0.01","0.6049","0.3","500","15.15152","0.98","0.253","0.94","0.454","0.89","328","9.93939","0.83","0.166","0.77","0.3933","0.84","497","15.06061","0.32","0.2515","0.21","0.3461","0.69","245","7.42424","0.98","0.124","0.96","0.3796","0.7","1148","34.78788","0.17","0.581","0.06","0.5597","0.51"
"102","40","104353","23","15","UC Irvine","33","575","17.42424","0.55","0.2972","0.46","0.633","0.62","426","12.90909","0.84","0.2202","0.79","0.4131","0.59","311","9.42424","0.77","0.1607","0.74","0.3473","0.51","503","15.24242","0.34","0.2599","0.28","0.3718","0.92","117","3.54545","0.09","0.0605","0.08","0.3675","0.58","1198","36.30303","0.26","0.6191","0.19","0.5943","0.89"
"149","40","104352","18","11","UC Davis","30","522","17.4","0.54","0.3092","0.58","0.5728","0.09","317","10.56667","0.43","0.1878","0.5","0.4385","0.78","258","8.6","0.65","0.1528","0.69","0.4109","0.93","420","14","0.18","0.2488","0.19","0.3262","0.42","170","5.66667","0.73","0.1007","0.74","0.3588","0.49","1113","37.1","0.32","0.6594","0.38","0.5355","0.18"
"39","88","104351","27","14","UAB","36","868","24.11111","0.99","0.3827","0.98","0.6071","0.33","371","10.30556","0.4","0.1636","0.21","0.3154","0.02","318","8.83333","0.68","0.1402","0.57","0.3459","0.5","571","15.86111","0.42","0.2518","0.21","0.352","0.75","140","3.88889","0.18","0.0617","0.09","0.3857","0.76","1579","43.86111","0.93","0.6962","0.64","0.576","0.72"
"324","17","104347","5","1","Tulsa","30","397","13.23333","0.05","0.2291","0.03","0.6322","0.61","362","12.06667","0.71","0.2089","0.7","0.4171","0.61","239","7.96667","0.56","0.1379","0.55","0.3473","0.51","615","20.5","0.95","0.3549","0.94","0.3057","0.16","119","3.96667","0.2","0.0687","0.16","0.3529","0.43","1132","37.73333","0.38","0.6532","0.32","0.5265","0.12"
"107","17","104346","20","12","Tulane","31","589","19","0.76","0.3145","0.62","0.6893","0.95","336","10.83871","0.48","0.1794","0.39","0.372","0.2","235","7.58065","0.49","0.1255","0.44","0.3787","0.74","504","16.25806","0.48","0.2691","0.37","0.3353","0.53","209","6.74194","0.93","0.1116","0.87","0.3445","0.35","1302","42","0.84","0.6951","0.63","0.5895","0.86"
"134","62","104343","20","11","Troy","30","500","16.66667","0.42","0.2885","0.39","0.656","0.8","322","10.73333","0.46","0.1858","0.47","0.4161","0.61","203","6.76667","0.38","0.1171","0.37","0.3103","0.16","572","19.06667","0.86","0.3301","0.87","0.3129","0.23","136","4.53333","0.32","0.0785","0.33","0.3088","0.11","1208","40.26667","0.68","0.6971","0.65","0.5459","0.3"
"130","16","104335","21","12","Towson","33","620","18.78788","0.73","0.3226","0.69","0.6016","0.27","356","10.78788","0.47","0.1852","0.46","0.3989","0.43","283","8.57576","0.65","0.1472","0.63","0.3604","0.62","462","14","0.18","0.2404","0.14","0.3658","0.88","200","6.06061","0.82","0.1041","0.81","0.37","0.61","1283","38.87879","0.51","0.6675","0.45","0.5748","0.71"
"82","2","104334","27","16","Toledo","34","642","18.88235","0.74","0.3095","0.58","0.6651","0.87","390","11.47059","0.62","0.188","0.5","0.4538","0.89","306","9","0.71","0.1475","0.63","0.4118","0.93","540","15.88235","0.42","0.2604","0.29","0.3722","0.93","195","5.73529","0.76","0.094","0.62","0.4667","0.99","1378","40.52941","0.7","0.6644","0.43","0.6277","0.99"
"330","38","104327","10","5","The Citadel","31","555","17.90323","0.62","0.3259","0.72","0.6144","0.4","371","11.96774","0.69","0.2179","0.78","0.3558","0.12","118","3.80645","0.05","0.0693","0.06","0.3814","0.76","494","15.93548","0.43","0.2901","0.55","0.3543","0.78","163","5.25806","0.58","0.0957","0.66","0.2393","0","1214","39.16129","0.54","0.7129","0.75","0.5453","0.29"
"62","60","104324","16","5","Texas Tech","32","632","19.75","0.84","0.3492","0.87","0.6741","0.9","275","8.59375","0.1","0.1519","0.1","0.3818","0.3","237","7.40625","0.48","0.1309","0.49","0.2954","0.07","533","16.65625","0.57","0.2945","0.61","0.3415","0.64","130","4.0625","0.22","0.0718","0.22","0.3615","0.52","1298","40.5625","0.7","0.7171","0.79","0.594","0.89"
"193","62","104323","16","6","Texas St.","32","561","17.53125","0.57","0.3222","0.69","0.6025","0.28","395","12.34375","0.75","0.2269","0.85","0.4506","0.86","342","10.6875","0.88","0.1964","0.92","0.3333","0.37","339","10.59375","0.02","0.1947","0.03","0.3186","0.29","104","3.25","0.05","0.0597","0.07","0.2981","0.07","1004","31.375","0.02","0.5767","0.05","0.5443","0.26"
"307","39","104322","10","6","Texas Southern","27","471","17.44444","0.55","0.3004","0.49","0.62","0.47","400","14.81481","0.97","0.2551","0.95","0.4225","0.67","267","9.88889","0.83","0.1703","0.81","0.2734","0.03","351","13","0.1","0.2239","0.08","0.2849","0.03","77","2.85185","0.02","0.0491","0.02","0.3117","0.14","901","33.37037","0.08","0.5746","0.05","0.5305","0.15"
"28","89","104320","25","15","Texas A&M","35","731","20.88571","0.9","0.3784","0.97","0.5964","0.23","269","7.68571","0.05","0.1392","0.06","0.3494","0.09","266","7.6","0.5","0.1377","0.54","0.3308","0.35","523","14.94286","0.31","0.2707","0.39","0.325","0.4","143","4.08571","0.23","0.074","0.25","0.3287","0.24","1397","39.91429","0.63","0.7231","0.82","0.5451","0.28"
"7","60","104319","29","12","Texas","38","680","17.89474","0.62","0.2971","0.46","0.6868","0.94","308","8.10526","0.07","0.1346","0.04","0.4351","0.77","511","13.44737","0.98","0.2232","0.98","0.407","0.9","645","16.97368","0.62","0.2818","0.47","0.3473","0.7","142","3.73684","0.12","0.062","0.1","0.3451","0.36","1470","38.68421","0.48","0.6422","0.27","0.5973","0.92"
