"NET Ranking","conferenceId","teamId","Wins","confWins","teamMarket","GP*","ATR2 FGA","ATR2 FGA/G","ATR2 FGA/G %ile","ATR2 FGA%","ATR2 FGA% %ile","ATR2 FG%","ATR2 FG% %ile","PAINT2 FGA","PAINT2 FGA/G","PAINT2 FGA/G %ile","PAINT2 FGA%","PAINT2 FGA% %ile","PAINT2 FG%","PAINT2 FG% %ile","MID2 FGA","MID2 FGA/G","MID2 FGA/G %ile","MID2 FGA%","MID2 FGA% %ile","MID2 FG%","MID2 FG% %ile","ATB3 FGA","ATB3 FGA/G","ATB3 FGA/G %ile","ATB3 FGA%","ATB3 FGA% %ile","ATB3 FG%","ATB3 FG% %ile","C3 FGA","C3 FGA/G","C3 FGA/G %ile","C3 FGA%","C3 FGA% %ile","C3 FG%","C3 FG% %ile","Rim + 3s FGA","Rim + 3s FGA/G","Rim + 3s FGA/G %ile","Rim + 3s FGA%","Rim + 3s FGA% %ile","Rim + 3s eFG%","Rim + 3s eFG% %ile"
"279","2","104454","12","9","Western Mich.","31","646","20.83871","0.88","0.3345","0.74","0.5867","0.19","413","13.32258","0.88","0.2139","0.79","0.4237","0.63","237","7.64516","0.67","0.1227","0.6","0.3586","0.49","479","15.45161","0.28","0.2481","0.13","0.2756","0.01","156","5.03226","0.38","0.0808","0.26","0.3013","0.1","1281","41.32258","0.58","0.6634","0.28","0.5055","0.04"
"159","88","104453","17","8","Western Ky.","30","465","15.5","0.17","0.2514","0.08","0.5978","0.23","465","15.5","0.97","0.2514","0.96","0.4151","0.57","188","6.26667","0.49","0.1016","0.44","0.3457","0.39","562","18.73333","0.72","0.3038","0.59","0.3096","0.2","169","5.63333","0.61","0.0914","0.48","0.3491","0.48","1197","39.9","0.44","0.647","0.18","0.5242","0.14"
"337","15","104452","12","6","Western Ill.","28","353","12.60714","0.02","0.2256","0.03","0.6176","0.45","364","13","0.86","0.2326","0.9","0.3874","0.31","266","9.5","0.88","0.17","0.9","0.3759","0.68","438","15.64286","0.3","0.2799","0.36","0.363","0.88","143","5.10714","0.41","0.0914","0.48","0.4056","0.89","935","33.39286","0.04","0.5974","0.05","0.5813","0.78"
"342","38","104450","8","4","Western Caro.","27","540","20","0.78","0.3297","0.69","0.5426","0.02","181","6.7037","0.02","0.1105","0.01","0.3039","0.01","128","4.74074","0.27","0.0781","0.22","0.3516","0.45","631","23.37037","0.98","0.3852","0.97","0.2916","0.06","157","5.81481","0.67","0.0958","0.57","0.3185","0.2","1329","49.22222","0.98","0.8114","0.97","0.4846","0.01"
"51","60","104448","19","10","West Virginia","32","506","15.8125","0.21","0.2747","0.2","0.666","0.86","283","8.84375","0.18","0.1536","0.16","0.3675","0.15","204","6.375","0.51","0.1107","0.51","0.3137","0.19","664","20.75","0.88","0.3605","0.91","0.3178","0.3","184","5.75","0.65","0.0999","0.65","0.3587","0.59","1355","42.34375","0.66","0.7356","0.72","0.5554","0.48"
"345","1","104444","6","4","West Ga.","30","587","19.56667","0.75","0.33","0.7","0.6031","0.3","423","14.1","0.93","0.2378","0.91","0.3901","0.32","234","7.8","0.7","0.1315","0.66","0.3504","0.43","432","14.4","0.14","0.2428","0.11","0.2801","0.02","101","3.36667","0.05","0.0568","0.05","0.3762","0.71","1122","37.4","0.21","0.6307","0.11","0.5281","0.18"
"301","61","104434","12","5","Weber St.","31","525","16.93548","0.35","0.3112","0.49","0.619","0.46","300","9.67742","0.3","0.1778","0.43","0.4067","0.49","235","7.58065","0.65","0.1393","0.73","0.4043","0.87","497","16.03226","0.36","0.2946","0.52","0.334","0.53","130","4.19355","0.13","0.0771","0.19","0.2846","0.04","1152","37.16129","0.2","0.6829","0.4","0.5464","0.35"
"112","30","104427","19","8","Washington St.","34","691","20.32353","0.82","0.3506","0.85","0.67","0.87","286","8.41176","0.11","0.1451","0.11","0.465","0.89","180","5.29412","0.35","0.0913","0.35","0.4278","0.97","648","19.05882","0.75","0.3288","0.75","0.3611","0.86","165","4.85294","0.32","0.0837","0.32","0.3697","0.66","1505","44.26471","0.81","0.7636","0.84","0.6017","0.92"
"117","73","104424","13","4","Washington","30","540","18","0.51","0.3152","0.54","0.6333","0.6","369","12.3","0.79","0.2154","0.8","0.374","0.21","193","6.43333","0.53","0.1127","0.52","0.3731","0.67","448","14.93333","0.21","0.2615","0.23","0.3259","0.42","163","5.43333","0.53","0.0952","0.56","0.3926","0.82","1151","38.36667","0.3","0.6719","0.33","0.5708","0.68"
"69","53","104413","21","13","Wake Forest","32","516","16.125","0.24","0.2896","0.32","0.6473","0.73","398","12.4375","0.8","0.2233","0.85","0.4497","0.8","240","7.5","0.64","0.1347","0.7","0.4083","0.9","473","14.78125","0.18","0.2654","0.25","0.2685","0","155","4.84375","0.31","0.087","0.38","0.3355","0.36","1144","35.75","0.1","0.642","0.16","0.5267","0.16"
"339","3","104412","14","6","Wagner","26","386","14.84615","0.11","0.2795","0.23","0.4922","0","245","9.42308","0.26","0.1774","0.42","0.3714","0.19","231","8.88462","0.82","0.1673","0.89","0.3333","0.29","389","14.96154","0.22","0.2817","0.38","0.3033","0.13","130","5","0.36","0.0941","0.54","0.3538","0.52","905","34.80769","0.07","0.6553","0.21","0.4818","0"
"167","53","104407","13","8","Virginia Tech","32","500","15.625","0.18","0.2812","0.24","0.656","0.8","317","9.90625","0.35","0.1783","0.43","0.388","0.31","242","7.5625","0.65","0.1361","0.71","0.3388","0.34","556","17.375","0.57","0.3127","0.65","0.3291","0.46","163","5.09375","0.4","0.0917","0.49","0.4233","0.96","1219","38.09375","0.27","0.6856","0.41","0.5792","0.76"
"110","53","104405","15","8","Virginia","32","442","13.8125","0.05","0.2669","0.15","0.6335","0.6","278","8.6875","0.15","0.1679","0.31","0.3741","0.21","227","7.09375","0.59","0.1371","0.71","0.3921","0.77","553","17.28125","0.55","0.3339","0.79","0.387","0.99","155","4.84375","0.31","0.0936","0.53","0.3355","0.36","1151","35.96875","0.11","0.695","0.46","0.5899","0.84"
"55","29","104403","21","11","Villanova","36","520","14.44444","0.09","0.2581","0.11","0.6385","0.65","251","6.97222","0.03","0.1246","0.03","0.3825","0.28","363","10.08333","0.91","0.1801","0.93","0.4242","0.96","683","18.97222","0.74","0.339","0.82","0.4114","1","197","5.47222","0.54","0.0978","0.61","0.3198","0.21","1401","38.91667","0.35","0.6953","0.46","0.6053","0.94"
"232","18","104401","21","14","Vermont","31","533","17.19355","0.39","0.3186","0.59","0.5591","0.06","266","8.58065","0.13","0.159","0.22","0.4474","0.79","147","4.74194","0.27","0.0879","0.32","0.3469","0.4","517","16.67742","0.45","0.309","0.63","0.3308","0.49","209","6.74194","0.88","0.1249","0.94","0.3062","0.12","1260","40.64516","0.51","0.7531","0.79","0.5163","0.09"
"48","89","104399","20","8","Vanderbilt","33","557","16.87879","0.34","0.2738","0.18","0.6499","0.76","517","15.66667","0.97","0.2542","0.96","0.4507","0.81","138","4.18182","0.18","0.0678","0.15","0.3841","0.73","698","21.15152","0.91","0.3432","0.84","0.3252","0.41","123","3.72727","0.08","0.0605","0.06","0.3171","0.19","1379","41.78788","0.63","0.678","0.37","0.5529","0.45"
"206","54","104398","15","6","Valparaiso","32","503","15.71875","0.2","0.2643","0.13","0.5845","0.18","380","11.875","0.72","0.1997","0.67","0.4237","0.63","289","9.03125","0.84","0.1519","0.82","0.3426","0.36","617","19.28125","0.78","0.3242","0.72","0.3193","0.33","114","3.5625","0.07","0.0599","0.06","0.3421","0.42","1234","38.5625","0.32","0.6484","0.18","0.5251","0.15"
"298","38","104394","15","7","VMI","30","522","17.4","0.43","0.3166","0.56","0.5939","0.22","255","8.5","0.12","0.1546","0.18","0.3922","0.34","98","3.26667","0.09","0.0594","0.1","0.3061","0.14","604","20.13333","0.84","0.3663","0.93","0.3063","0.16","169","5.63333","0.61","0.1025","0.69","0.3195","0.21","1296","43.2","0.74","0.7859","0.93","0.517","0.1"
"31","4","104393","28","15","VCU","34","587","17.26471","0.4","0.2906","0.33","0.6559","0.8","331","9.73529","0.32","0.1639","0.27","0.4018","0.45","137","4.02941","0.16","0.0678","0.15","0.3723","0.65","698","20.52941","0.87","0.3455","0.84","0.3481","0.73","266","7.82353","0.98","0.1317","0.98","0.312","0.15","1552","45.64706","0.9","0.7683","0.86","0.5631","0.58"
"108","36","104391","25","15","Utah Valley","32","628","19.625","0.76","0.3447","0.81","0.621","0.47","469","14.65625","0.96","0.2574","0.97","0.42","0.6","156","4.875","0.29","0.0856","0.29","0.3718","0.64","425","13.28125","0.07","0.2333","0.08","0.3059","0.16","143","4.46875","0.2","0.0785","0.22","0.3846","0.75","1197","37.40625","0.21","0.657","0.23","0.5576","0.5"
"37","87","104390","26","15","Utah St.","33","677","20.51515","0.84","0.3556","0.87","0.6514","0.77","326","9.87879","0.34","0.1712","0.34","0.4632","0.89","91","2.75758","0.05","0.0478","0.05","0.3956","0.8","635","19.24242","0.77","0.3335","0.79","0.3559","0.81","174","5.27273","0.47","0.0914","0.48","0.3276","0.29","1487","45.06061","0.86","0.781","0.92","0.582","0.79"
"73","60","104389","16","8","Utah","33","681","20.63636","0.85","0.3473","0.83","0.6432","0.68","299","9.06061","0.21","0.1525","0.15","0.3946","0.37","122","3.69697","0.12","0.0622","0.11","0.3115","0.16","689","20.87879","0.89","0.3514","0.87","0.3237","0.38","167","5.06061","0.39","0.0852","0.35","0.3473","0.46","1540","46.66667","0.93","0.7853","0.93","0.5581","0.51"
"201","17","104382","12","6","UTSA","29","406","14","0.07","0.2302","0.04","0.5591","0.06","325","11.2069","0.61","0.1842","0.48","0.4062","0.48","255","8.7931","0.82","0.1446","0.76","0.3765","0.68","618","21.31034","0.91","0.3503","0.87","0.3625","0.87","160","5.51724","0.56","0.0907","0.47","0.3563","0.56","1184","40.82759","0.53","0.6712","0.33","0.5477","0.37"
"251","72","104381","16","8","UTRGV","27","437","16.18519","0.26","0.2609","0.12","0.6934","0.97","277","10.25926","0.4","0.1654","0.29","0.4332","0.71","141","5.22222","0.33","0.0842","0.28","0.3617","0.53","615","22.77778","0.97","0.3672","0.93","0.3268","0.43","203","7.51852","0.97","0.1212","0.9","0.2956","0.07","1257","46.55556","0.93","0.7504","0.77","0.5525","0.44"
"157","88","104380","18","7","UTEP","30","455","15.16667","0.15","0.2669","0.15","0.6286","0.54","475","15.83333","0.98","0.2786","0.99","0.4021","0.45","157","5.23333","0.33","0.0921","0.35","0.2675","0.04","472","15.73333","0.31","0.2768","0.34","0.3411","0.63","142","4.73333","0.27","0.0833","0.31","0.3592","0.6","1073","35.76667","0.1","0.6293","0.1","0.5657","0.62"
"291","15","104379","14","9","UT Martin","30","472","15.73333","0.2","0.2668","0.15","0.5784","0.15","371","12.36667","0.8","0.2097","0.77","0.3827","0.28","89","2.96667","0.07","0.0503","0.06","0.4157","0.93","629","20.96667","0.89","0.3556","0.9","0.3116","0.22","207","6.9","0.9","0.117","0.87","0.3092","0.13","1309","43.63333","0.78","0.74","0.74","0.5065","0.04"
"231","36","104378","13","6","UT Arlington","29","511","17.62069","0.46","0.3078","0.47","0.636","0.62","322","11.10345","0.59","0.194","0.62","0.382","0.27","127","4.37931","0.2","0.0765","0.21","0.2992","0.11","486","16.75862","0.46","0.2928","0.49","0.356","0.81","212","7.31034","0.94","0.1277","0.96","0.3538","0.52","1211","41.75862","0.63","0.7295","0.69","0.5756","0.73"
"347","37","104376","6","2","USC Upstate","29","599","20.65517","0.86","0.3419","0.79","0.6611","0.83","332","11.44828","0.65","0.1895","0.55","0.3916","0.33","178","6.13793","0.47","0.1016","0.44","0.3427","0.36","502","17.31034","0.56","0.2865","0.44","0.3088","0.19","140","4.82759","0.3","0.0799","0.25","0.25","0.01","1242","42.82759","0.7","0.7089","0.56","0.5483","0.38"
"98","87","104375","18","11","UNLV","33","527","15.9697","0.23","0.2886","0.32","0.6262","0.53","464","14.06061","0.93","0.2541","0.96","0.4224","0.62","204","6.18182","0.48","0.1117","0.51","0.3284","0.27","457","13.84848","0.11","0.2503","0.14","0.3326","0.51","174","5.27273","0.47","0.0953","0.56","0.3333","0.34","1158","35.09091","0.08","0.6342","0.12","0.557","0.49"
"93","54","104374","20","14","UNI","32","510","15.9375","0.23","0.2957","0.38","0.6745","0.9","392","12.25","0.77","0.2272","0.87","0.4617","0.88","196","6.125","0.47","0.1136","0.52","0.4133","0.92","514","16.0625","0.36","0.298","0.54","0.3619","0.87","113","3.53125","0.07","0.0655","0.1","0.3982","0.85","1137","35.53125","0.09","0.6591","0.25","0.6073","0.95"
"102","16","104373","27","14","UNCW","33","598","18.12121","0.53","0.3129","0.51","0.6572","0.82","357","10.81818","0.51","0.1868","0.52","0.451","0.81","261","7.90909","0.72","0.1366","0.71","0.3793","0.7","523","15.84848","0.33","0.2737","0.32","0.3193","0.33","171","5.18182","0.45","0.0895","0.43","0.3567","0.57","1293","39.18182","0.39","0.6766","0.35","0.5684","0.65"
"138","38","104371","20","13","UNC Greensboro","29","418","14.41379","0.09","0.2524","0.09","0.5981","0.24","315","10.86207","0.52","0.1902","0.57","0.4","0.44","221","7.62069","0.66","0.1335","0.68","0.371","0.63","519","17.89655","0.64","0.3134","0.66","0.3526","0.77","182","6.27586","0.78","0.1099","0.8","0.3901","0.79","1120","38.62069","0.32","0.6763","0.35","0.5634","0.59"
"192","37","104370","21","11","UNC Asheville","28","517","18.46429","0.58","0.3015","0.43","0.6402","0.66","359","12.82143","0.85","0.2093","0.77","0.4457","0.78","239","8.53571","0.79","0.1394","0.73","0.3891","0.76","523","18.67857","0.71","0.305","0.6","0.3442","0.67","75","2.67857","0.02","0.0437","0.01","0.32","0.22","1117","39.89286","0.44","0.6513","0.19","0.5716","0.69"
"242","18","104369","17","6","UMass Lowell","29","439","15.13793","0.14","0.2657","0.14","0.6902","0.96","466","16.06897","0.99","0.2821","0.99","0.5107","0.99","176","6.06897","0.46","0.1065","0.48","0.3864","0.74","434","14.96552","0.22","0.2627","0.24","0.3295","0.46","136","4.68966","0.25","0.0823","0.29","0.3824","0.74","1010","34.82759","0.07","0.6114","0.07","0.5896","0.84"
"241","52","104366","13","4","Kansas City","29","344","11.86207","0.01","0.2113","0.01","0.625","0.51","341","11.75862","0.69","0.2095","0.77","0.4047","0.47","226","7.7931","0.69","0.1388","0.72","0.354","0.47","599","20.65517","0.88","0.3679","0.93","0.3322","0.5","118","4.06897","0.12","0.0725","0.13","0.322","0.24","1061","36.58621","0.15","0.6517","0.19","0.5377","0.25"
"361","5","104365","6","2","UMES","27","378","14","0.07","0.2545","0.1","0.5741","0.12","277","10.25926","0.4","0.1865","0.51","0.3827","0.28","278","10.2963","0.92","0.1872","0.95","0.3381","0.33","450","16.66667","0.45","0.303","0.58","0.3178","0.3","97","3.59259","0.07","0.0653","0.1","0.3196","0.21","930","34.44444","0.06","0.6263","0.09","0.514","0.08"
"296","18","104364","13","5","UMBC","29","542","18.68966","0.62","0.3207","0.61","0.6771","0.92","319","11","0.56","0.1888","0.54","0.3918","0.33","180","6.2069","0.48","0.1065","0.48","0.3778","0.69","498","17.17241","0.53","0.2947","0.52","0.3735","0.95","151","5.2069","0.46","0.0893","0.43","0.4172","0.93","1191","41.06897","0.55","0.7047","0.53","0.6217","0.99"
"154","54","104362","17","10","UIC","29","512","17.65517","0.46","0.3037","0.45","0.625","0.51","349","12.03448","0.74","0.207","0.74","0.4097","0.52","161","5.55172","0.38","0.0955","0.38","0.3665","0.58","485","16.72414","0.46","0.2877","0.45","0.334","0.53","179","6.17241","0.76","0.1062","0.74","0.3575","0.58","1176","40.55172","0.5","0.6975","0.48","0.5604","0.55"
"32","29","104361","24","14","UConn","35","667","19.05714","0.66","0.3322","0.73","0.6927","0.97","388","11.08571","0.58","0.1932","0.61","0.4072","0.49","95","2.71429","0.05","0.0473","0.05","0.3684","0.61","696","19.88571","0.82","0.3466","0.85","0.3434","0.65","158","4.51429","0.21","0.0787","0.22","0.3797","0.73","1525","43.57143","0.77","0.7595","0.82","0.597","0.89"
"27","73","104360","23","13","UCLA","34","404","11.88235","0.01","0.2061","0.01","0.6856","0.95","417","12.26471","0.77","0.2128","0.79","0.4988","0.98","424","12.47059","0.98","0.2163","0.98","0.4057","0.88","572","16.82353","0.47","0.2918","0.48","0.3549","0.79","143","4.20588","0.13","0.073","0.13","0.3427","0.42","1119","32.91176","0.03","0.5709","0.02","0.5853","0.82"
"71","60","104359","20","7","UCF","37","664","17.94595","0.5","0.2855","0.29","0.6024","0.29","397","10.72973","0.49","0.1707","0.33","0.3602","0.12","294","7.94595","0.73","0.1264","0.63","0.4082","0.9","802","21.67568","0.94","0.3448","0.84","0.3416","0.64","168","4.54054","0.21","0.0722","0.13","0.3214","0.23","1635","44.18919","0.8","0.7029","0.52","0.5456","0.34"
"140","40","104356","21","11","UC Santa Barbara","32","371","11.59375","0.01","0.2094","0.01","0.6523","0.78","350","10.9375","0.55","0.1975","0.65","0.48","0.96","212","6.625","0.55","0.1196","0.57","0.3679","0.6","615","19.21875","0.77","0.3471","0.85","0.3724","0.94","221","6.90625","0.9","0.1247","0.94","0.4072","0.9","1210","37.8125","0.25","0.6828","0.4","0.5967","0.89"
"35","40","104355","30","18","UC San Diego","33","579","17.54545","0.45","0.3055","0.46","0.6477","0.73","273","8.27273","0.1","0.1441","0.1","0.4432","0.76","104","3.15152","0.08","0.0549","0.09","0.375","0.68","711","21.54545","0.93","0.3752","0.95","0.3418","0.64","226","6.84848","0.89","0.1193","0.89","0.4204","0.95","1518","46","0.91","0.8011","0.95","0.582","0.79"
"142","40","104354","21","14","UC Riverside","32","481","15.03125","0.13","0.2428","0.06","0.6112","0.39","345","10.78125","0.5","0.1742","0.37","0.4087","0.51","317","9.90625","0.9","0.16","0.85","0.388","0.75","628","19.625","0.8","0.317","0.69","0.328","0.45","208","6.5","0.83","0.105","0.72","0.3606","0.61","1319","41.21875","0.57","0.6658","0.29","0.5425","0.3"
"62","40","104353","32","17","UC Irvine","38","693","18.23684","0.56","0.3177","0.57","0.6205","0.47","432","11.36842","0.64","0.1981","0.65","0.456","0.84","287","7.55263","0.65","0.1316","0.66","0.3101","0.15","571","15.02632","0.23","0.2618","0.23","0.3398","0.61","197","5.18421","0.45","0.0903","0.46","0.4061","0.89","1462","38.47368","0.31","0.6703","0.32","0.5752","0.72"
"237","40","104352","15","9","UC Davis","30","490","16.33333","0.28","0.2986","0.4","0.5469","0.03","204","6.8","0.02","0.1243","0.03","0.3725","0.2","364","12.13333","0.98","0.2218","0.98","0.3654","0.57","400","13.33333","0.07","0.2438","0.12","0.31","0.2","183","6.1","0.74","0.1115","0.83","0.3497","0.49","1073","35.76667","0.1","0.6539","0.21","0.5126","0.07"
"106","17","104351","24","13","UAB","36","973","27.02778","1","0.4121","0.99","0.6115","0.4","294","8.16667","0.09","0.1245","0.03","0.3061","0.01","404","11.22222","0.96","0.1711","0.9","0.3639","0.55","532","14.77778","0.18","0.2253","0.05","0.3402","0.62","156","4.33333","0.16","0.0661","0.1","0.3462","0.45","1663","46.19444","0.92","0.7044","0.53","0.5698","0.67"
"271","17","104347","13","6","Tulsa","31","504","16.25806","0.27","0.283","0.26","0.6488","0.75","328","10.58065","0.45","0.1842","0.48","0.378","0.25","196","6.32258","0.5","0.1101","0.5","0.398","0.83","655","21.12903","0.9","0.3678","0.93","0.2962","0.09","96","3.09677","0.04","0.0539","0.04","0.4167","0.93","1257","40.54839","0.5","0.7058","0.54","0.5406","0.28"
"145","17","104346","19","12","Tulane","32","622","19.4375","0.72","0.3427","0.8","0.6415","0.67","297","9.28125","0.24","0.1636","0.27","0.3939","0.36","181","5.65625","0.4","0.0997","0.42","0.3315","0.28","504","15.75","0.32","0.2777","0.34","0.3075","0.17","211","6.59375","0.85","0.1163","0.86","0.4123","0.92","1337","41.78125","0.63","0.7366","0.72","0.5699","0.67"
"99","62","104343","23","13","Troy","32","659","20.59375","0.85","0.3615","0.9","0.6237","0.5","278","8.6875","0.15","0.1525","0.15","0.3777","0.24","66","2.0625","0.02","0.0362","0.02","0.3182","0.2","609","19.03125","0.74","0.3341","0.79","0.2972","0.1","211","6.59375","0.85","0.1157","0.86","0.3128","0.16","1479","46.21875","0.92","0.8113","0.97","0.5284","0.18"
"151","16","104335","22","16","Towson","32","498","15.5625","0.18","0.2586","0.11","0.6104","0.37","465","14.53125","0.96","0.2414","0.93","0.3699","0.17","247","7.71875","0.68","0.1282","0.64","0.3603","0.5","545","17.03125","0.5","0.283","0.4","0.3339","0.52","171","5.34375","0.49","0.0888","0.41","0.3333","0.34","1214","37.9375","0.26","0.6303","0.11","0.5457","0.34"
"238","2","104334","18","10","Toledo","32","642","20.0625","0.79","0.3294","0.69","0.5981","0.24","373","11.65625","0.68","0.1914","0.59","0.4558","0.84","377","11.78125","0.97","0.1934","0.96","0.3979","0.83","456","14.25","0.12","0.234","0.09","0.3465","0.7","101","3.15625","0.04","0.0518","0.03","0.2871","0.05","1199","37.46875","0.22","0.6152","0.07","0.5542","0.46"
"362","38","104327","5","0","The Citadel","26","450","17.30769","0.41","0.3138","0.52","0.6044","0.32","230","8.84615","0.18","0.1604","0.23","0.3609","0.12","106","4.07692","0.17","0.0739","0.2","0.3208","0.21","499","19.19231","0.76","0.348","0.86","0.2926","0.07","145","5.57692","0.58","0.1011","0.67","0.2966","0.08","1098","42.23077","0.65","0.7657","0.85","0.5059","0.04"
"7","60","104324","28","15","Texas Tech","37","622","16.81081","0.33","0.2735","0.18","0.6704","0.88","401","10.83784","0.51","0.1763","0.4","0.4613","0.88","239","6.45946","0.53","0.1051","0.47","0.3598","0.5","826","22.32432","0.95","0.3632","0.92","0.3571","0.82","186","5.02703","0.37","0.0818","0.28","0.4086","0.9","1634","44.16216","0.8","0.7186","0.63","0.5958","0.88"
"198","62","104323","16","9","Texas St.","30","567","18.9","0.65","0.3262","0.65","0.6243","0.51","421","14.03333","0.92","0.2422","0.93","0.4133","0.55","266","8.86667","0.82","0.153","0.82","0.3383","0.33","366","12.2","0.03","0.2106","0.03","0.3579","0.83","118","3.93333","0.11","0.0679","0.11","0.3814","0.73","1051","35.03333","0.08","0.6047","0.06","0.588","0.83"
"285","39","104322","15","12","Texas Southern","29","494","17.03448","0.37","0.2799","0.23","0.6215","0.48","325","11.2069","0.61","0.1841","0.48","0.3415","0.05","317","10.93103","0.95","0.1796","0.93","0.3344","0.3","499","17.2069","0.54","0.2827","0.4","0.3186","0.32","128","4.41379","0.19","0.0725","0.13","0.3906","0.8","1123","38.72414","0.33","0.6363","0.13","0.5525","0.44"
"18","89","104320","23","11","Texas A&M","34","763","22.44118","0.94","0.3722","0.93","0.6107","0.38","321","9.44118","0.26","0.1566","0.19","0.296","0","193","5.67647","0.41","0.0941","0.36","0.3057","0.14","601","17.67647","0.61","0.2932","0.5","0.3045","0.15","170","5","0.36","0.0829","0.31","0.3176","0.19","1536","45.17647","0.87","0.7493","0.77","0.5348","0.22"
