"NET Ranking","conferenceId","teamId","Wins","confWins","teamMarket","GP*","ATR2 FGA","ATR2 FGA/G","ATR2 FGA/G %ile","ATR2 FGA%","ATR2 FGA% %ile","ATR2 FG%","ATR2 FG% %ile","PAINT2 FGA","PAINT2 FGA/G","PAINT2 FGA/G %ile","PAINT2 FGA%","PAINT2 FGA% %ile","PAINT2 FG%","PAINT2 FG% %ile","MID2 FGA","MID2 FGA/G","MID2 FGA/G %ile","MID2 FGA%","MID2 FGA% %ile","MID2 FG%","MID2 FG% %ile","ATB3 FGA","ATB3 FGA/G","ATB3 FGA/G %ile","ATB3 FGA%","ATB3 FGA% %ile","ATB3 FG%","ATB3 FG% %ile","C3 FGA","C3 FGA/G","C3 FGA/G %ile","C3 FGA%","C3 FGA% %ile","C3 FG%","C3 FG% %ile","Rim + 3s FGA","Rim + 3s FGA/G","Rim + 3s FGA/G %ile","Rim + 3s FGA%","Rim + 3s FGA% %ile","Rim + 3s eFG%","Rim + 3s eFG% %ile"
"303","37","104376","10","5","USC Upstate","27","458","16.96296","0.39","0.2927","0.39","0.631","0.62","282","10.44444","0.34","0.1802","0.35","0.4007","0.41","200","7.40741","0.54","0.1278","0.53","0.35","0.43","494","18.2963","0.75","0.3157","0.78","0.3117","0.2","130","4.81481","0.41","0.0831","0.43","0.3769","0.66","1083","40.11111","0.59","0.692","0.58","0.548","0.36"
"76","87","104375","21","12","UNLV","32","536","16.75","0.36","0.2973","0.41","0.6474","0.78","410","12.8125","0.77","0.2274","0.83","0.4561","0.89","232","7.25","0.53","0.1287","0.54","0.3578","0.51","452","14.125","0.19","0.2507","0.22","0.3274","0.44","172","5.375","0.59","0.0954","0.63","0.3605","0.51","1161","36.28125","0.21","0.6439","0.29","0.5702","0.67"
"109","54","104374","19","12","UNI","32","472","14.75","0.13","0.2635","0.17","0.6165","0.48","414","12.9375","0.8","0.2312","0.86","0.4614","0.92","246","7.6875","0.58","0.1374","0.62","0.4268","0.94","500","15.625","0.37","0.2792","0.46","0.326","0.42","159","4.96875","0.47","0.0888","0.53","0.3899","0.77","1131","35.34375","0.14","0.6315","0.22","0.5557","0.47"
"118","16","104373","21","12","UNCW","28","403","14.39286","0.09","0.2419","0.06","0.7072","0.99","313","11.17857","0.47","0.1879","0.43","0.4217","0.64","289","10.32143","0.85","0.1735","0.84","0.3702","0.61","520","18.57143","0.78","0.3121","0.75","0.3192","0.31","140","5","0.49","0.084","0.44","0.3714","0.62","1064","38","0.37","0.6387","0.26","0.5752","0.73"
"132","38","104371","21","12","UNC Greensboro","30","525","17.5","0.47","0.3017","0.46","0.5886","0.25","248","8.26667","0.08","0.1425","0.08","0.3629","0.1","201","6.7","0.43","0.1155","0.43","0.398","0.84","567","18.9","0.83","0.3259","0.85","0.3792","0.96","197","6.56667","0.88","0.1132","0.9","0.4213","0.93","1291","43.03333","0.8","0.742","0.84","0.5856","0.83"
"163","37","104370","22","12","UNC Asheville","31","575","18.54839","0.61","0.3291","0.7","0.6139","0.46","302","9.74194","0.26","0.1729","0.28","0.4238","0.66","219","7.06452","0.49","0.1254","0.51","0.3333","0.26","526","16.96774","0.57","0.3011","0.65","0.3479","0.75","123","3.96774","0.16","0.0704","0.19","0.439","0.98","1226","39.54839","0.52","0.7018","0.66","0.5779","0.76"
"142","18","104369","22","13","UMass Lowell","29","579","19.96552","0.79","0.3386","0.78","0.6235","0.54","495","17.06897","0.99","0.2895","0.99","0.4364","0.78","137","4.72414","0.15","0.0801","0.14","0.3212","0.15","357","12.31034","0.06","0.2088","0.04","0.3053","0.15","141","4.86207","0.43","0.0825","0.42","0.3688","0.59","1078","37.17241","0.28","0.6304","0.2","0.5589","0.52"
"232","52","104366","16","10","Kansas City","29","427","14.72414","0.12","0.2506","0.09","0.644","0.75","305","10.51724","0.36","0.179","0.34","0.3934","0.34","232","8","0.62","0.1362","0.61","0.3276","0.2","603","20.7931","0.95","0.3539","0.94","0.335","0.56","137","4.72414","0.38","0.0804","0.38","0.3285","0.24","1167","40.24138","0.6","0.6849","0.55","0.5531","0.43"
"349","5","104365","9","4","UMES","22","299","13.59091","0.04","0.2398","0.06","0.5585","0.05","276","12.54545","0.73","0.2213","0.79","0.4094","0.51","237","10.77273","0.89","0.1901","0.92","0.308","0.1","343","15.59091","0.36","0.2751","0.41","0.2799","0.03","91","4.13636","0.2","0.073","0.22","0.3077","0.13","734","33.36364","0.06","0.5886","0.07","0.4809","0.01"
"284","18","104364","11","6","UMBC","30","525","17.5","0.47","0.2732","0.23","0.6667","0.86","395","13.16667","0.83","0.2055","0.64","0.4582","0.9","327","10.9","0.9","0.1701","0.83","0.3823","0.74","498","16.6","0.49","0.2591","0.27","0.3534","0.82","177","5.9","0.73","0.0921","0.59","0.3559","0.48","1200","40","0.58","0.6243","0.18","0.5904","0.87"
"186","54","104362","12","4","UIC","32","528","16.5","0.32","0.2837","0.31","0.6174","0.48","385","12.03125","0.64","0.2069","0.66","0.3922","0.33","189","5.90625","0.28","0.1016","0.28","0.2963","0.06","579","18.09375","0.72","0.3111","0.74","0.3679","0.93","179","5.59375","0.66","0.0962","0.65","0.3352","0.29","1287","40.21875","0.6","0.6916","0.58","0.5715","0.68"
"2","29","104361","37","19","UConn","40","859","21.475","0.91","0.3629","0.91","0.6892","0.96","394","9.85","0.27","0.1665","0.23","0.4695","0.94","163","4.075","0.09","0.0689","0.08","0.3681","0.59","758","18.95","0.83","0.3202","0.81","0.3641","0.91","190","4.75","0.38","0.0803","0.37","0.3368","0.3","1810","45.25","0.92","0.7647","0.91","0.6088","0.97"
"107","74","104360","16","10","UCLA","32","383","11.96875","0.01","0.2179","0.01","0.6084","0.41","433","13.53125","0.87","0.2463","0.94","0.4273","0.69","413","12.90625","0.96","0.2349","0.98","0.3341","0.27","410","12.8125","0.09","0.2332","0.14","0.3293","0.47","118","3.6875","0.1","0.0671","0.16","0.3475","0.39","912","28.5","0","0.5188","0","0.545","0.34"
"61","60","104359","15","7","UCF","31","537","17.32258","0.42","0.2952","0.4","0.6294","0.61","390","12.58065","0.74","0.2144","0.73","0.3308","0.03","238","7.67742","0.58","0.1308","0.57","0.3487","0.4","583","18.80645","0.81","0.3205","0.81","0.319","0.3","71","2.29032","0","0.039","0","0.3803","0.68","1191","38.41935","0.41","0.6548","0.35","0.5521","0.41"
"207","40","104356","16","9","UC Santa Barbara","29","465","16.03448","0.28","0.2987","0.44","0.686","0.95","345","11.89655","0.6","0.2216","0.79","0.458","0.9","274","9.44828","0.8","0.176","0.87","0.3686","0.59","342","11.7931","0.03","0.2197","0.08","0.3363","0.58","131","4.51724","0.31","0.0841","0.45","0.4046","0.85","938","32.34483","0.03","0.6024","0.11","0.6087","0.97"
"120","40","104355","21","15","UC San Diego","31","501","16.16129","0.29","0.2783","0.27","0.6048","0.38","420","13.54839","0.87","0.2333","0.87","0.5024","0.99","129","4.16129","0.09","0.0717","0.09","0.2636","0.01","591","19.06452","0.84","0.3283","0.86","0.3283","0.45","159","5.12903","0.51","0.0883","0.52","0.4277","0.95","1251","40.35484","0.61","0.695","0.61","0.5564","0.48"
"231","40","104354","16","10","UC Riverside","32","439","13.71875","0.04","0.2234","0.02","0.574","0.13","435","13.59375","0.87","0.2214","0.79","0.3816","0.23","262","8.1875","0.65","0.1333","0.59","0.3397","0.33","607","18.96875","0.83","0.3089","0.72","0.3229","0.36","221","6.90625","0.94","0.1125","0.89","0.3213","0.2","1268","39.625","0.53","0.6453","0.29","0.5158","0.11"
"77","40","104353","24","17","UC Irvine","33","664","20.12121","0.81","0.3393","0.79","0.6205","0.52","452","13.69697","0.88","0.231","0.86","0.4558","0.88","299","9.06061","0.77","0.1528","0.75","0.3746","0.67","409","12.39394","0.07","0.209","0.04","0.3325","0.52","130","3.93939","0.15","0.0664","0.14","0.4077","0.87","1206","36.54545","0.23","0.6162","0.15","0.5767","0.75"
"168","40","104352","20","14","UC Davis","31","463","14.93548","0.15","0.2735","0.24","0.6242","0.55","241","7.77419","0.04","0.1424","0.08","0.4564","0.89","356","11.48387","0.93","0.2103","0.95","0.3904","0.8","458","14.77419","0.25","0.2705","0.37","0.3144","0.25","175","5.64516","0.68","0.1034","0.77","0.3657","0.57","1096","35.35484","0.14","0.6474","0.31","0.5484","0.38"
"104","17","104351","23","12","UAB","34","786","23.11765","0.96","0.3907","0.96","0.5802","0.19","319","9.38235","0.2","0.1585","0.17","0.3887","0.29","272","8","0.62","0.1352","0.6","0.4081","0.88","466","13.70588","0.15","0.2316","0.12","0.3069","0.17","169","4.97059","0.48","0.084","0.44","0.3964","0.81","1421","41.79412","0.71","0.7063","0.68","0.5426","0.32"
"198","17","104347","16","7","Tulsa","30","437","14.56667","0.11","0.2556","0.12","0.6796","0.94","386","12.86667","0.78","0.2257","0.82","0.4093","0.51","184","6.13333","0.31","0.1076","0.33","0.3533","0.46","614","20.46667","0.94","0.3591","0.95","0.3192","0.31","89","2.96667","0.02","0.052","0.02","0.3371","0.31","1140","38","0.37","0.6667","0.43","0.5579","0.5"
"138","17","104346","14","5","Tulane","30","585","19.5","0.73","0.3382","0.77","0.6444","0.75","332","11.06667","0.46","0.1919","0.49","0.4639","0.93","197","6.56667","0.4","0.1139","0.42","0.3858","0.77","448","14.93333","0.27","0.259","0.27","0.3438","0.68","168","5.6","0.67","0.0971","0.67","0.3869","0.74","1201","40.03333","0.58","0.6942","0.6","0.5874","0.85"
"137","62","104343","20","13","Troy","29","615","21.2069","0.9","0.359","0.9","0.5398","0.02","303","10.44828","0.34","0.1769","0.31","0.4224","0.65","110","3.7931","0.07","0.0642","0.07","0.3182","0.14","487","16.7931","0.53","0.2843","0.51","0.3511","0.78","197","6.7931","0.92","0.115","0.92","0.3604","0.51","1300","44.82759","0.89","0.7589","0.9","0.5346","0.24"
"149","16","104335","20","11","Towson","33","575","17.42424","0.44","0.3073","0.51","0.5983","0.33","405","12.27273","0.69","0.2165","0.74","0.3605","0.09","253","7.66667","0.58","0.1352","0.6","0.3241","0.17","452","13.69697","0.15","0.2416","0.18","0.3119","0.2","186","5.63636","0.68","0.0994","0.7","0.3656","0.57","1213","36.75758","0.24","0.6483","0.32","0.542","0.31"
"130","2","104334","20","14","Toledo","32","673","21.03125","0.89","0.3494","0.85","0.6048","0.38","453","14.15625","0.92","0.2352","0.88","0.4614","0.92","251","7.84375","0.6","0.1303","0.56","0.3865","0.77","422","13.1875","0.12","0.2191","0.07","0.3815","0.97","127","3.96875","0.16","0.0659","0.13","0.3622","0.53","1222","38.1875","0.38","0.6345","0.23","0.5872","0.85"
"263","38","104327","11","3","The Citadel","29","613","21.13793","0.9","0.3855","0.96","0.6003","0.34","273","9.41379","0.2","0.1717","0.27","0.4066","0.47","175","6.03448","0.3","0.1101","0.36","0.3714","0.62","405","13.96552","0.17","0.2547","0.25","0.321","0.34","123","4.24138","0.23","0.0774","0.32","0.3577","0.49","1142","39.37931","0.51","0.7182","0.73","0.5508","0.4"
"27","60","104324","23","11","Texas Tech","34","588","17.29412","0.42","0.3026","0.46","0.6327","0.64","280","8.23529","0.08","0.1441","0.09","0.3643","0.11","271","7.97059","0.61","0.1395","0.63","0.4207","0.92","611","17.97059","0.7","0.3145","0.77","0.347","0.74","193","5.67647","0.69","0.0993","0.7","0.399","0.83","1392","40.94118","0.67","0.7164","0.72","0.5787","0.78"
"206","62","104323","17","7","Texas St.","33","577","17.48485","0.46","0.3117","0.56","0.591","0.28","539","16.33333","0.98","0.2912","0.99","0.4174","0.59","288","8.72727","0.73","0.1556","0.76","0.3264","0.19","349","10.57576","0.01","0.1885","0.01","0.3123","0.21","95","2.87879","0.02","0.0513","0.02","0.3368","0.3","1024","31.0303","0.01","0.5532","0.01","0.5396","0.29"
"278","39","104322","14","11","Texas Southern","31","434","14","0.06","0.2361","0.05","0.6521","0.81","348","11.22581","0.49","0.1893","0.45","0.3534","0.07","344","11.09677","0.91","0.1872","0.91","0.3459","0.38","559","18.03226","0.71","0.3041","0.68","0.2755","0.02","151","4.87097","0.44","0.0822","0.41","0.404","0.85","1146","36.96774","0.26","0.6235","0.18","0.531","0.22"
"45","89","104320","21","9","Texas A&M","36","796","22.11111","0.93","0.3455","0.83","0.5842","0.22","388","10.77778","0.4","0.1684","0.24","0.2964","0","251","6.97222","0.48","0.1089","0.34","0.3625","0.55","673","18.69444","0.8","0.2921","0.57","0.2927","0.08","196","5.44444","0.61","0.0851","0.46","0.2959","0.1","1665","46.25","0.95","0.7227","0.75","0.509","0.07"
"30","60","104319","21","9","Texas","34","637","18.73529","0.63","0.3204","0.62","0.6766","0.91","259","7.61765","0.03","0.1303","0.03","0.4286","0.7","401","11.79412","0.94","0.2017","0.94","0.3616","0.54","549","16.14706","0.44","0.2762","0.43","0.3552","0.84","139","4.08824","0.19","0.0699","0.18","0.3597","0.5","1328","39.05882","0.48","0.668","0.44","0.6013","0.93"
