"NET Ranking","conferenceId","teamId","Wins","confWins","teamMarket","GP*","ATR2 FGA","ATR2 FGA/G","ATR2 FGA/G %ile","ATR2 FGA%","ATR2 FGA% %ile","ATR2 FG%","ATR2 FG% %ile","PAINT2 FGA","PAINT2 FGA/G","PAINT2 FGA/G %ile","PAINT2 FGA%","PAINT2 FGA% %ile","PAINT2 FG%","PAINT2 FG% %ile","MID2 FGA","MID2 FGA/G","MID2 FGA/G %ile","MID2 FGA%","MID2 FGA% %ile","MID2 FG%","MID2 FG% %ile","ATB3 FGA","ATB3 FGA/G","ATB3 FGA/G %ile","ATB3 FGA%","ATB3 FGA% %ile","ATB3 FG%","ATB3 FG% %ile","C3 FGA","C3 FGA/G","C3 FGA/G %ile","C3 FGA%","C3 FGA% %ile","C3 FG%","C3 FG% %ile","Rim + 3s FGA","Rim + 3s FGA/G","Rim + 3s FGA/G %ile","Rim + 3s FGA%","Rim + 3s FGA% %ile","Rim + 3s eFG%","Rim + 3s eFG% %ile"
"324","88","104382","9","3","UTSA","27","440","16.2963","0.42","0.2619","0.23","0.6","0.28","326","12.07407","0.73","0.194","0.57","0.3528","0.11","349","12.92593","0.95","0.2077","0.92","0.3095","0.17","417","15.44444","0.32","0.2482","0.2","0.283","0.04","147","5.44444","0.65","0.0875","0.51","0.2789","0.05","1005","37.22222","0.37","0.5982","0.11","0.5","0.02"
"307","36","104381","8","3","UTRGV","29","578","19.93103","0.9","0.3592","0.95","0.6107","0.39","299","10.31034","0.38","0.1858","0.47","0.3712","0.21","125","4.31034","0.08","0.0777","0.08","0.448","0.99","461","15.89655","0.39","0.2865","0.5","0.295","0.1","146","5.03448","0.51","0.0907","0.57","0.3288","0.29","1185","40.86207","0.69","0.7365","0.87","0.5308","0.22"
"161","88","104380","19","10","UTEP","31","357","11.51613","0.02","0.2023","0.01","0.6527","0.77","357","11.51613","0.65","0.2023","0.67","0.4482","0.85","385","12.41935","0.93","0.2181","0.94","0.3299","0.32","486","15.67742","0.35","0.2754","0.39","0.3395","0.65","179","5.77419","0.73","0.1014","0.75","0.3631","0.59","1023","33","0.1","0.5796","0.08","0.565","0.63"
"303","15","104379","8","4","UT Martin","27","529","19.59259","0.88","0.3257","0.81","0.6049","0.34","315","11.66667","0.68","0.194","0.57","0.3492","0.09","188","6.96296","0.36","0.1158","0.29","0.2979","0.1","486","18","0.71","0.2993","0.6","0.286","0.05","106","3.92593","0.18","0.0653","0.15","0.3679","0.65","1121","41.51852","0.75","0.6903","0.63","0.5236","0.16"
"236","62","104378","11","7","UT Arlington","27","386","14.2963","0.17","0.2471","0.13","0.5751","0.13","311","11.51852","0.65","0.1991","0.63","0.3826","0.29","325","12.03704","0.92","0.2081","0.92","0.3754","0.76","394","14.59259","0.25","0.2522","0.23","0.3046","0.19","144","5.33333","0.61","0.0922","0.59","0.3264","0.28","926","34.2963","0.13","0.5928","0.1","0.5103","0.07"
"263","37","104376","13","9","USC Upstate","28","408","14.57143","0.19","0.2581","0.21","0.6225","0.52","274","9.78571","0.28","0.1733","0.34","0.4416","0.82","278","9.92857","0.8","0.1758","0.81","0.3597","0.6","450","16.07143","0.44","0.2846","0.47","0.3444","0.73","171","6.10714","0.81","0.1082","0.84","0.4094","0.91","1029","36.75","0.32","0.6509","0.36","0.5748","0.76"
"97","87","104375","18","10","UNLV","31","418","13.48387","0.1","0.2367","0.09","0.5837","0.17","403","13","0.85","0.2282","0.85","0.4516","0.87","189","6.09677","0.22","0.107","0.23","0.3439","0.44","549","17.70968","0.67","0.3109","0.69","0.3206","0.37","207","6.67742","0.92","0.1172","0.92","0.3623","0.58","1174","37.87097","0.44","0.6648","0.45","0.5285","0.2"
"98","54","104374","20","14","UNI","31","479","15.45161","0.28","0.2767","0.35","0.6576","0.8","335","10.80645","0.5","0.1935","0.55","0.4179","0.64","164","5.29032","0.14","0.0947","0.16","0.4024","0.91","606","19.54839","0.86","0.3501","0.91","0.3432","0.71","147","4.74194","0.42","0.0849","0.46","0.381","0.74","1232","39.74194","0.63","0.7117","0.75","0.5771","0.78"
"146","16","104373","23","15","UNCW","30","491","16.36667","0.44","0.2796","0.38","0.5886","0.19","346","11.53333","0.66","0.197","0.61","0.3757","0.24","271","9.03333","0.68","0.1543","0.65","0.369","0.72","487","16.23333","0.47","0.2773","0.4","0.2977","0.13","161","5.36667","0.63","0.0917","0.58","0.3975","0.83","1139","37.96667","0.45","0.6486","0.34","0.529","0.2"
"171","38","104371","17","9","UNC Greensboro","30","496","16.53333","0.46","0.3054","0.6","0.619","0.48","302","10.06667","0.33","0.186","0.48","0.3841","0.3","189","6.3","0.25","0.1164","0.3","0.3069","0.15","456","15.2","0.3","0.2808","0.42","0.3355","0.59","180","6","0.79","0.1108","0.89","0.3556","0.53","1133","37.76667","0.43","0.6977","0.68","0.5596","0.55"
"217","37","104370","17","8","UNC Asheville","28","543","19.39286","0.86","0.3481","0.91","0.6114","0.4","250","8.92857","0.17","0.1603","0.19","0.396","0.38","162","5.78571","0.18","0.1038","0.19","0.2901","0.08","475","16.96429","0.57","0.3045","0.64","0.3221","0.38","130","4.64286","0.39","0.0833","0.43","0.4","0.86","1148","41","0.71","0.7359","0.87","0.5571","0.51"
"247","18","104369","15","7","UMass Lowell","28","446","15.92857","0.35","0.2701","0.28","0.6121","0.41","421","15.03571","0.96","0.255","0.95","0.4299","0.74","255","9.10714","0.69","0.1545","0.65","0.3882","0.84","400","14.28571","0.21","0.2423","0.16","0.29","0.06","129","4.60714","0.37","0.0781","0.35","0.3411","0.42","975","34.82143","0.17","0.5906","0.1","0.5262","0.18"
"208","52","104366","19","12","Kansas City","27","495","18.33333","0.72","0.3261","0.81","0.6162","0.44","340","12.59259","0.81","0.224","0.82","0.4529","0.88","164","6.07407","0.21","0.108","0.23","0.3598","0.6","423","15.66667","0.35","0.2787","0.41","0.3593","0.88","96","3.55556","0.12","0.0632","0.13","0.3333","0.36","1014","37.55556","0.4","0.668","0.48","0.573","0.74"
"309","5","104365","5","3","UMES","14","175","12.5","0.05","0.215","0.03","0.5371","0.01","182","13","0.85","0.2236","0.82","0.4011","0.45","128","9.14286","0.69","0.1572","0.67","0.2969","0.1","277","19.78571","0.87","0.3403","0.86","0.361","0.89","51","3.64286","0.13","0.0627","0.12","0.2353","0.01","504","36","0.26","0.6192","0.2","0.5198","0.14"
"233","18","104364","17","13","UMBC","29","409","14.10345","0.15","0.2502","0.16","0.6088","0.37","309","10.65517","0.46","0.189","0.5","0.4078","0.54","221","7.62069","0.48","0.1352","0.5","0.3665","0.69","564","19.44828","0.84","0.345","0.88","0.3865","0.98","132","4.55172","0.36","0.0807","0.39","0.4015","0.88","1105","38.10345","0.46","0.6758","0.54","0.5932","0.89"
"283","59","104362","14","10","UIC","28","463","16.53571","0.46","0.2736","0.32","0.635","0.63","217","7.75","0.04","0.1283","0.02","0.4101","0.57","231","8.25","0.57","0.1365","0.51","0.4502","0.99","555","19.82143","0.88","0.328","0.8","0.3045","0.19","226","8.07143","0.98","0.1336","0.98","0.3628","0.59","1244","44.42857","0.93","0.7352","0.86","0.539","0.32"
"18","29","104361","23","13","UConn","33","597","18.09091","0.68","0.2954","0.52","0.6013","0.29","476","14.42424","0.94","0.2355","0.89","0.4181","0.64","251","7.60606","0.48","0.1242","0.41","0.3068","0.15","540","16.36364","0.49","0.2672","0.33","0.3315","0.52","156","4.72727","0.41","0.0772","0.33","0.4231","0.95","1294","39.21212","0.58","0.6403","0.3","0.5614","0.58"
"11","74","104360","27","15","UCLA","35","520","14.85714","0.21","0.2421","0.1","0.6442","0.71","467","13.34286","0.88","0.2174","0.78","0.4047","0.49","491","14.02857","0.98","0.2286","0.96","0.4196","0.96","544","15.54286","0.33","0.2533","0.23","0.3382","0.63","126","3.6","0.12","0.0587","0.09","0.4206","0.94","1190","34","0.13","0.554","0.04","0.5803","0.81"
"99","17","104359","18","9","UCF","30","477","15.9","0.34","0.2729","0.31","0.6164","0.44","265","8.83333","0.15","0.1516","0.11","0.3509","0.1","252","8.4","0.6","0.1442","0.58","0.3532","0.55","677","22.56667","0.98","0.3873","0.98","0.3456","0.75","75","2.5","0.01","0.0429","0.01","0.4","0.86","1231","41.03333","0.72","0.7042","0.73","0.5605","0.57"
"143","40","104356","17","9","UC Santa Barbara","26","385","14.80769","0.2","0.276","0.34","0.6701","0.87","399","15.34615","0.97","0.286","0.99","0.5238","0.99","193","7.42308","0.44","0.1384","0.53","0.3627","0.65","344","13.23077","0.11","0.2466","0.19","0.3256","0.43","74","2.84615","0.03","0.053","0.04","0.3784","0.72","803","30.88462","0.05","0.5756","0.07","0.5828","0.83"
"272","40","104355","13","7","UC San Diego","27","355","13.14815","0.07","0.2469","0.13","0.6254","0.55","332","12.2963","0.75","0.2309","0.87","0.4307","0.75","91","3.37037","0.03","0.0633","0.04","0.2967","0.1","558","20.66667","0.92","0.388","0.98","0.3423","0.69","101","3.74074","0.15","0.0702","0.2","0.4554","0.99","1015","37.59259","0.4","0.7058","0.73","0.569","0.68"
"163","40","104354","16","10","UC Riverside","26","365","14.03846","0.14","0.26","0.21","0.6575","0.8","281","10.80769","0.5","0.2001","0.64","0.4662","0.93","197","7.57692","0.47","0.1403","0.55","0.3503","0.52","398","15.30769","0.31","0.2835","0.45","0.3015","0.16","163","6.26923","0.85","0.1161","0.92","0.3742","0.69","926","35.61538","0.23","0.6595","0.43","0.5524","0.46"
"136","40","104353","15","10","UC Irvine","23","352","15.30435","0.26","0.2834","0.41","0.5597","0.06","267","11.6087","0.67","0.215","0.76","0.4232","0.67","269","11.69565","0.91","0.2166","0.93","0.4089","0.94","248","10.78261","0.01","0.1997","0.01","0.3185","0.34","106","4.6087","0.37","0.0853","0.47","0.3302","0.31","706","30.69565","0.04","0.5684","0.06","0.5212","0.15"
"220","40","104352","13","6","UC Davis","22","373","16.95455","0.53","0.2967","0.54","0.6113","0.4","252","11.45455","0.63","0.2005","0.65","0.4206","0.66","236","10.72727","0.85","0.1877","0.86","0.3602","0.61","266","12.09091","0.05","0.2116","0.05","0.3308","0.5","130","5.90909","0.75","0.1034","0.76","0.3077","0.15","769","34.95455","0.18","0.6118","0.17","0.5462","0.38"
"49","88","104351","27","14","UAB","33","662","20.06061","0.91","0.3231","0.79","0.6465","0.73","307","9.30303","0.21","0.1498","0.1","0.3844","0.31","410","12.42424","0.93","0.2001","0.9","0.3756","0.76","544","16.48485","0.52","0.2655","0.31","0.364","0.91","125","3.78788","0.16","0.061","0.11","0.456","0.99","1332","40.36364","0.68","0.6501","0.35","0.6085","0.97"
"180","17","104347","11","4","Tulsa","31","427","13.77419","0.12","0.2487","0.15","0.6276","0.56","424","13.67742","0.9","0.2469","0.93","0.4292","0.73","247","7.96774","0.54","0.1439","0.58","0.336","0.39","525","16.93548","0.56","0.3058","0.66","0.339","0.64","93","3","0.04","0.0542","0.05","0.3548","0.52","1046","33.74194","0.12","0.6092","0.15","0.5602","0.56"
"94","17","104346","14","10","Tulane","29","480","16.55172","0.46","0.289","0.45","0.6687","0.86","287","9.89655","0.3","0.1728","0.33","0.3275","0.02","253","8.72414","0.64","0.1523","0.64","0.336","0.39","473","16.31034","0.48","0.2848","0.48","0.334","0.57","167","5.75862","0.72","0.1005","0.73","0.4491","0.98","1121","38.65517","0.52","0.6749","0.54","0.5995","0.94"
"189","62","104343","20","10","Troy","28","414","14.78571","0.2","0.265","0.24","0.5676","0.09","338","12.07143","0.73","0.2164","0.77","0.4467","0.84","184","6.57143","0.28","0.1178","0.31","0.288","0.08","457","16.32143","0.48","0.2926","0.56","0.3326","0.54","168","6","0.79","0.1076","0.83","0.2917","0.07","1040","37.14286","0.36","0.6658","0.47","0.5159","0.11"
"71","16","104335","25","15","Towson","34","615","18.08824","0.68","0.3165","0.74","0.6228","0.53","329","9.67647","0.26","0.1693","0.29","0.3921","0.37","255","7.5","0.46","0.1312","0.46","0.3647","0.67","501","14.73529","0.26","0.2578","0.26","0.3353","0.58","242","7.11765","0.96","0.1245","0.96","0.4008","0.87","1359","39.97059","0.65","0.6994","0.69","0.5743","0.75"
"86","2","104334","26","17","Toledo","33","764","23.15152","0.99","0.3721","0.97","0.6217","0.51","357","10.81818","0.5","0.1739","0.35","0.4202","0.66","287","8.69697","0.64","0.1398","0.54","0.4251","0.98","451","13.66667","0.16","0.2197","0.07","0.3592","0.88","194","5.87879","0.74","0.0945","0.63","0.3351","0.37","1409","42.69697","0.86","0.6863","0.6","0.5788","0.79"
"229","38","104327","12","6","The Citadel","27","488","18.07407","0.68","0.3052","0.6","0.625","0.55","204","7.55556","0.03","0.1276","0.02","0.3578","0.13","110","4.07407","0.05","0.0688","0.05","0.3182","0.24","637","23.59259","0.98","0.3984","0.99","0.3485","0.79","160","5.92593","0.76","0.1001","0.73","0.3375","0.38","1285","47.59259","0.99","0.8036","0.99","0.5595","0.55"
"8","60","104324","27","12","Texas Tech","37","726","19.62162","0.88","0.3533","0.93","0.6983","0.97","330","8.91892","0.17","0.1606","0.19","0.397","0.39","299","8.08108","0.55","0.1455","0.59","0.3545","0.56","504","13.62162","0.15","0.2453","0.18","0.3056","0.2","194","5.24324","0.58","0.0944","0.63","0.366","0.63","1426","38.54054","0.51","0.6939","0.65","0.5922","0.89"
"127","62","104323","21","12","Texas St.","26","356","13.69231","0.11","0.2537","0.19","0.6067","0.35","311","11.96154","0.72","0.2217","0.81","0.4277","0.71","308","11.84615","0.92","0.2195","0.94","0.4123","0.95","346","13.30769","0.13","0.2466","0.19","0.3613","0.89","81","3.11538","0.05","0.0577","0.08","0.4074","0.9","784","30.15385","0.02","0.5588","0.05","0.5797","0.8"
"196","39","104322","12","6","Texas Southern","22","369","16.77273","0.5","0.2936","0.5","0.6233","0.53","322","14.63636","0.94","0.2562","0.95","0.4037","0.48","220","10","0.8","0.175","0.81","0.3","0.11","264","12","0.04","0.21","0.04","0.2955","0.11","80","3.63636","0.13","0.0636","0.13","0.3375","0.38","715","32.5","0.08","0.5688","0.06","0.542","0.35"
"36","89","104320","27","9","Texas A&M","38","854","22.47368","0.98","0.3875","0.98","0.6241","0.54","332","8.73684","0.14","0.1506","0.1","0.3373","0.05","265","6.97368","0.37","0.1202","0.35","0.3094","0.17","586","15.42105","0.32","0.2659","0.31","0.3174","0.33","164","4.31579","0.28","0.0744","0.27","0.3415","0.43","1607","42.28947","0.83","0.7291","0.84","0.5585","0.53"
"16","60","104319","22","10","Texas","34","534","15.70588","0.32","0.2831","0.4","0.6479","0.73","298","8.76471","0.14","0.158","0.17","0.3859","0.32","373","10.97059","0.86","0.1978","0.89","0.3914","0.86","536","15.76471","0.37","0.2842","0.46","0.3209","0.37","144","4.23529","0.25","0.0764","0.31","0.3681","0.65","1215","35.73529","0.24","0.6442","0.32","0.5626","0.6"
