"NET Ranking","conferenceId","teamId","Wins","confWins","teamMarket","GP*","ATR2 FGA","ATR2 FGA/G","ATR2 FGA/G %ile","ATR2 FGA%","ATR2 FGA% %ile","ATR2 FG%","ATR2 FG% %ile","PAINT2 FGA","PAINT2 FGA/G","PAINT2 FGA/G %ile","PAINT2 FGA%","PAINT2 FGA% %ile","PAINT2 FG%","PAINT2 FG% %ile","MID2 FGA","MID2 FGA/G","MID2 FGA/G %ile","MID2 FGA%","MID2 FGA% %ile","MID2 FG%","MID2 FG% %ile","ATB3 FGA","ATB3 FGA/G","ATB3 FGA/G %ile","ATB3 FGA%","ATB3 FGA% %ile","ATB3 FG%","ATB3 FG% %ile","C3 FGA","C3 FGA/G","C3 FGA/G %ile","C3 FGA%","C3 FGA% %ile","C3 FG%","C3 FG% %ile","Rim + 3s FGA","Rim + 3s FGA/G","Rim + 3s FGA/G %ile","Rim + 3s FGA%","Rim + 3s FGA% %ile","Rim + 3s eFG%","Rim + 3s eFG% %ile"
"","36","104391","9","5","Utah Valley","25","400","16","0.39","0.2841","0.42","0.59","0.18","353","14.12","0.95","0.2507","0.95","0.4788","0.97","130","5.2","0.13","0.0923","0.12","0.4","0.93","395","15.8","0.41","0.2805","0.43","0.2911","0.11","128","5.12","0.58","0.0909","0.62","0.3047","0.22","925","37","0.37","0.657","0.45","0.5049","0.06"
"","87","104390","8","2","Utah St.","15","244","16.26667","0.45","0.2926","0.51","0.6148","0.39","150","10","0.38","0.1799","0.45","0.44","0.83","115","7.66667","0.41","0.1379","0.46","0.4","0.93","246","16.4","0.49","0.295","0.6","0.3089","0.28","78","5.2","0.62","0.0935","0.67","0.3718","0.66","569","37.93333","0.47","0.6823","0.57","0.5404","0.36"
"","74","104389","16","7","Utah","31","524","16.90323","0.58","0.307","0.67","0.6641","0.82","332","10.70968","0.51","0.1945","0.58","0.3946","0.44","199","6.41935","0.27","0.1166","0.3","0.3467","0.55","491","15.83871","0.41","0.2876","0.5","0.332","0.57","159","5.12903","0.58","0.0931","0.66","0.3522","0.49","1176","37.93548","0.47","0.6889","0.62","0.5753","0.77"
"","88","104382","12","6","UTSA","21","290","13.80952","0.13","0.2185","0.07","0.6241","0.5","229","10.90476","0.54","0.1726","0.35","0.3755","0.28","260","12.38095","0.9","0.1959","0.84","0.3577","0.65","439","20.90476","0.92","0.3308","0.83","0.344","0.72","109","5.19048","0.61","0.0821","0.46","0.3761","0.7","838","39.90476","0.65","0.6315","0.3","0.5597","0.58"
"","36","104381","14","9","UTRGV","25","347","13.88","0.14","0.2356","0.1","0.6167","0.41","262","10.48","0.48","0.1779","0.43","0.3397","0.1","422","16.88","0.99","0.2865","0.99","0.4052","0.96","286","11.44","0.02","0.1942","0.01","0.3462","0.76","156","6.24","0.84","0.1059","0.83","0.3013","0.19","789","31.56","0.06","0.5356","0.02","0.5488","0.43"
"","88","104380","4","3","UTEP","12","196","16.33333","0.47","0.2865","0.45","0.6276","0.53","119","9.91667","0.37","0.174","0.37","0.3866","0.36","97","8.08333","0.48","0.1418","0.49","0.3196","0.3","194","16.16667","0.46","0.2836","0.45","0.2887","0.09","78","6.5","0.89","0.114","0.9","0.3462","0.45","468","39","0.56","0.6842","0.58","0.5288","0.21"
"","15","104379","9","5","UT Martin","22","385","17.5","0.65","0.2982","0.59","0.6468","0.69","240","10.90909","0.54","0.1859","0.51","0.4292","0.77","161","7.31818","0.38","0.1247","0.37","0.354","0.63","428","19.45455","0.84","0.3315","0.84","0.3178","0.41","77","3.5","0.11","0.0596","0.1","0.4416","0.96","890","40.45455","0.7","0.6894","0.63","0.5663","0.68"
"","62","104378","13","10","UT Arlington","28","315","11.25","0.02","0.1865","0.02","0.619","0.46","226","8.07143","0.08","0.1338","0.04","0.4071","0.58","433","15.46429","0.98","0.2564","0.98","0.418","0.98","589","21.03571","0.92","0.3487","0.9","0.2937","0.14","126","4.5","0.38","0.0746","0.3","0.3413","0.42","1030","36.78571","0.36","0.6098","0.2","0.5039","0.06"
"","37","104376","10","7","USC Upstate","21","415","19.7619","0.87","0.3421","0.88","0.5518","0.04","148","7.04762","0.01","0.122","0.01","0.3176","0.04","207","9.85714","0.7","0.1707","0.69","0.3768","0.78","290","13.80952","0.18","0.2391","0.16","0.3034","0.22","152","7.2381","0.96","0.1253","0.96","0.3618","0.59","858","40.85714","0.74","0.7073","0.76","0.5169","0.13"
"","87","104375","15","10","UNLV","29","490","16.89655","0.58","0.2872","0.46","0.6551","0.77","368","12.68966","0.78","0.2157","0.76","0.4076","0.59","166","5.72414","0.16","0.0973","0.14","0.3494","0.58","500","17.24138","0.63","0.2931","0.57","0.292","0.12","181","6.24138","0.84","0.1061","0.83","0.3923","0.81","1172","40.41379","0.69","0.687","0.61","0.5516","0.47"
"","54","104374","23","12","UNI","26","430","16.53846","0.5","0.2966","0.57","0.6581","0.79","217","8.34615","0.1","0.1497","0.14","0.3917","0.41","210","8.07692","0.48","0.1448","0.52","0.3762","0.78","472","18.15385","0.74","0.3255","0.81","0.3581","0.87","120","4.61538","0.42","0.0828","0.48","0.475","0.98","1023","39.34615","0.59","0.7055","0.74","0.608","0.97"
"","16","104373","9","4","UNCW","25","399","15.96","0.39","0.2864","0.45","0.6165","0.4","334","13.36","0.85","0.2398","0.91","0.3802","0.31","228","9.12","0.62","0.1637","0.64","0.307","0.21","316","12.64","0.08","0.2268","0.1","0.288","0.09","116","4.64","0.43","0.0833","0.48","0.3707","0.65","831","33.24","0.13","0.5966","0.15","0.5379","0.32"
"","38","104371","15","11","UNC Greensboro","21","351","16.71429","0.54","0.2604","0.24","0.6838","0.91","234","11.14286","0.56","0.1736","0.36","0.3547","0.15","203","9.66667","0.67","0.1506","0.55","0.2956","0.15","438","20.85714","0.92","0.3249","0.8","0.3128","0.34","121","5.7619","0.78","0.0898","0.6","0.3554","0.52","911","43.38095","0.91","0.6758","0.54","0.5598","0.58"
"","37","104370","14","9","UNC Asheville","22","478","21.72727","0.95","0.3779","0.95","0.6213","0.48","174","7.90909","0.07","0.1375","0.06","0.3563","0.16","147","6.68182","0.31","0.1162","0.29","0.3333","0.41","372","16.90909","0.57","0.2941","0.58","0.3575","0.86","93","4.22727","0.29","0.0735","0.27","0.4409","0.96","944","42.90909","0.89","0.7462","0.92","0.5911","0.89"
"","18","104369","13","7","UMass Lowell","29","488","16.82759","0.57","0.2959","0.56","0.6434","0.66","357","12.31034","0.74","0.2165","0.76","0.4566","0.9","212","7.31034","0.38","0.1286","0.38","0.3679","0.72","467","16.10345","0.45","0.2832","0.45","0.3169","0.4","125","4.31034","0.31","0.0758","0.34","0.4","0.85","1080","37.24138","0.41","0.6549","0.43","0.5657","0.67"
"","36","104366","14","8","Kansas City","24","375","15.625","0.33","0.2894","0.48","0.6053","0.29","311","12.95833","0.81","0.24","0.91","0.4566","0.9","137","5.70833","0.16","0.1057","0.2","0.2993","0.16","379","15.79167","0.41","0.2924","0.56","0.3377","0.66","93","3.875","0.2","0.0718","0.24","0.3871","0.78","848","35.33333","0.25","0.6543","0.43","0.5596","0.57"
"","5","104365","1","1","UMES","13","207","15.92308","0.38","0.2767","0.37","0.5362","0.02","142","10.92308","0.54","0.1898","0.54","0.3028","0.02","115","8.84615","0.59","0.1537","0.57","0.2957","0.15","220","16.92308","0.58","0.2941","0.58","0.2636","0.04","64","4.92308","0.53","0.0856","0.52","0.2656","0.08","491","37.76923","0.46","0.6564","0.45","0.4552","0.01"
"","18","104364","16","9","UMBC","29","511","17.62069","0.67","0.319","0.74","0.5812","0.14","325","11.2069","0.58","0.2029","0.66","0.4246","0.74","146","5.03448","0.1","0.0911","0.12","0.4041","0.96","467","16.10345","0.45","0.2915","0.54","0.2912","0.11","153","5.27586","0.64","0.0955","0.69","0.3333","0.39","1131","39","0.56","0.706","0.75","0.5106","0.09"
"","59","104362","16","11","UIC","29","532","18.34483","0.76","0.3232","0.79","0.6485","0.72","304","10.48276","0.48","0.1847","0.49","0.4046","0.55","199","6.86207","0.33","0.1209","0.34","0.3116","0.25","446","15.37931","0.35","0.271","0.35","0.3274","0.53","164","5.65517","0.73","0.0996","0.75","0.3659","0.61","1143","39.41379","0.6","0.6944","0.68","0.5722","0.74"
"","17","104361","17","10","UConn","28","506","18.07143","0.73","0.303","0.64","0.6067","0.32","330","11.78571","0.67","0.1976","0.61","0.3848","0.35","227","8.10714","0.48","0.1359","0.44","0.3084","0.23","450","16.07143","0.45","0.2695","0.34","0.3244","0.49","155","5.53571","0.69","0.0928","0.66","0.3161","0.28","1113","39.75","0.63","0.6665","0.5","0.5386","0.33"
"","74","104360","19","12","UCLA","30","512","17.06667","0.6","0.3049","0.65","0.5723","0.09","333","11.1","0.56","0.1983","0.62","0.4535","0.89","271","9.03333","0.61","0.1614","0.63","0.3579","0.66","450","15","0.3","0.268","0.33","0.3133","0.35","112","3.73333","0.17","0.0667","0.16","0.3571","0.54","1075","35.83333","0.28","0.6403","0.34","0.5251","0.18"
"","17","104359","15","7","UCF","29","456","15.72414","0.35","0.2755","0.37","0.6382","0.62","281","9.68966","0.33","0.1698","0.3","0.4164","0.67","282","9.72414","0.68","0.1704","0.69","0.3546","0.64","560","19.31034","0.83","0.3384","0.87","0.3161","0.38","75","2.58621","0.01","0.0453","0.01","0.4","0.85","1092","37.65517","0.45","0.6598","0.46","0.5508","0.46"
"","40","104356","21","10","UC Santa Barbara","29","384","13.24138","0.11","0.2473","0.17","0.6484","0.72","398","13.72414","0.9","0.2563","0.97","0.4698","0.94","222","7.65517","0.41","0.1429","0.5","0.3423","0.5","457","15.75862","0.4","0.2943","0.58","0.3348","0.61","92","3.17241","0.06","0.0592","0.09","0.3804","0.73","933","32.17241","0.08","0.6008","0.16","0.5691","0.7"
"","40","104354","16","7","UC Riverside","28","360","12.85714","0.09","0.2442","0.16","0.5833","0.15","319","11.39286","0.61","0.2164","0.76","0.4639","0.93","170","6.07143","0.22","0.1153","0.28","0.3235","0.34","482","17.21429","0.63","0.327","0.82","0.3382","0.67","142","5.07143","0.56","0.0963","0.7","0.3662","0.61","985","35.17857","0.23","0.6682","0.51","0.5406","0.36"
"","40","104353","20","13","UC Irvine","27","392","14.51852","0.18","0.2508","0.19","0.6454","0.68","350","12.96296","0.81","0.2239","0.82","0.4971","0.99","354","13.11111","0.94","0.2265","0.94","0.3842","0.83","350","12.96296","0.11","0.2239","0.07","0.3486","0.79","117","4.33333","0.32","0.0749","0.31","0.3761","0.7","859","31.81481","0.07","0.5496","0.03","0.5844","0.84"
"","40","104352","14","8","UC Davis","29","299","10.31034","0.01","0.1894","0.02","0.6421","0.65","374","12.89655","0.8","0.2369","0.88","0.4385","0.82","313","10.7931","0.8","0.1982","0.86","0.393","0.9","486","16.75862","0.54","0.3078","0.69","0.3807","0.98","107","3.68966","0.15","0.0678","0.18","0.4766","0.98","892","30.75862","0.03","0.5649","0.05","0.6121","0.98"
"","88","104351","6","2","UAB","9","139","15.44444","0.31","0.2926","0.51","0.6619","0.8","126","14","0.93","0.2653","0.98","0.4286","0.77","78","8.66667","0.56","0.1642","0.65","0.3333","0.41","99","11","0.02","0.2084","0.03","0.3333","0.6","32","3.55556","0.12","0.0674","0.17","0.5313","0.99","271","30.11111","0.02","0.5705","0.07","0.6162","0.98"
"","17","104347","21","13","Tulsa","31","527","17","0.59","0.3188","0.74","0.6319","0.56","355","11.45161","0.62","0.2148","0.75","0.431","0.78","204","6.58065","0.3","0.1234","0.36","0.2941","0.13","420","13.54839","0.16","0.2541","0.26","0.319","0.42","147","4.74194","0.45","0.0889","0.59","0.3265","0.35","1094","35.29032","0.24","0.6618","0.47","0.5539","0.49"
"","17","104346","11","4","Tulane","29","496","17.10345","0.61","0.2981","0.59","0.5786","0.12","223","7.68966","0.05","0.134","0.04","0.3363","0.09","277","9.55172","0.65","0.1665","0.66","0.343","0.51","505","17.41379","0.66","0.3035","0.66","0.3347","0.61","162","5.58621","0.71","0.0974","0.72","0.3457","0.44","1164","40.13793","0.67","0.6995","0.71","0.5365","0.31"
"","62","104343","9","5","Troy","28","477","17.03571","0.6","0.2843","0.43","0.5765","0.12","260","9.28571","0.24","0.1549","0.18","0.3423","0.11","190","6.78571","0.32","0.1132","0.27","0.2684","0.04","559","19.96429","0.89","0.3331","0.85","0.3059","0.24","190","6.78571","0.92","0.1132","0.89","0.3684","0.63","1228","43.85714","0.94","0.7318","0.86","0.5183","0.14"
"","16","104335","15","10","Towson","23","376","16.34783","0.47","0.2906","0.49","0.5851","0.16","229","9.95652","0.37","0.177","0.4","0.4061","0.57","257","11.17391","0.84","0.1986","0.86","0.3735","0.76","344","14.95652","0.28","0.2658","0.32","0.3459","0.76","88","3.82609","0.18","0.068","0.18","0.3409","0.41","808","35.13043","0.23","0.6244","0.27","0.5489","0.43"
"","2","104334","15","9","Toledo","27","508","18.81481","0.8","0.3299","0.83","0.5807","0.13","209","7.74074","0.06","0.1357","0.05","0.3636","0.21","189","7","0.34","0.1227","0.35","0.3386","0.46","509","18.85185","0.79","0.3305","0.83","0.3674","0.95","125","4.62963","0.43","0.0812","0.44","0.352","0.49","1142","42.2963","0.84","0.7416","0.9","0.5617","0.6"
"","38","104327","5","0","The Citadel","25","456","18.24","0.75","0.3079","0.67","0.5833","0.15","213","8.52","0.13","0.1438","0.09","0.3803","0.31","97","3.88","0.05","0.0655","0.05","0.4227","0.98","561","22.44","0.97","0.3788","0.97","0.328","0.54","152","6.08","0.82","0.1026","0.79","0.2961","0.17","1171","46.84","0.98","0.7907","0.98","0.5218","0.16"
"","60","104324","18","9","Texas Tech","31","525","16.93548","0.58","0.3045","0.65","0.6552","0.77","228","7.35484","0.03","0.1323","0.03","0.3991","0.5","340","10.96774","0.82","0.1972","0.85","0.3529","0.61","515","16.6129","0.52","0.2987","0.63","0.3204","0.45","116","3.74194","0.17","0.0673","0.17","0.5086","0.99","1156","37.29032","0.41","0.6705","0.52","0.5882","0.87"
"","62","104323","21","14","Texas St.","30","469","15.63333","0.33","0.2749","0.36","0.5928","0.2","321","10.7","0.5","0.1882","0.53","0.4361","0.8","431","14.36667","0.98","0.2526","0.98","0.4292","0.99","387","12.9","0.1","0.2268","0.1","0.3333","0.6","96","3.2","0.06","0.0563","0.06","0.2604","0.06","954","31.8","0.07","0.5592","0.04","0.5335","0.28"
"","39","104322","3","2","Texas Southern","18","274","15.22222","0.28","0.2585","0.22","0.6277","0.53","251","13.94444","0.93","0.2368","0.88","0.3984","0.48","227","12.61111","0.91","0.2142","0.9","0.2731","0.04","238","13.22222","0.14","0.2245","0.08","0.2941","0.14","69","3.83333","0.18","0.0651","0.15","0.2029","0.01","582","32.33333","0.09","0.5491","0.03","0.512","0.1"
"","89","104320","15","9","Texas A&M","28","417","14.89286","0.24","0.2843","0.43","0.6619","0.8","243","8.67857","0.15","0.1656","0.28","0.3457","0.12","207","7.39286","0.39","0.1411","0.48","0.2947","0.14","474","16.92857","0.58","0.3231","0.79","0.308","0.27","126","4.5","0.38","0.0859","0.53","0.2381","0.02","1017","36.32143","0.32","0.6933","0.67","0.531","0.24"
"","60","104319","19","9","Texas","30","465","15.5","0.32","0.2784","0.39","0.6731","0.87","225","7.5","0.04","0.1347","0.05","0.2978","0.01","258","8.6","0.55","0.1545","0.58","0.3721","0.75","550","18.33333","0.76","0.3293","0.83","0.3418","0.71","172","5.73333","0.76","0.103","0.8","0.3314","0.37","1187","39.56667","0.61","0.7108","0.78","0.5733","0.75"
"","15","104314","7","5","Tennessee Tech","19","282","14.84211","0.23","0.2474","0.17","0.6454","0.68","271","14.26316","0.95","0.2377","0.89","0.4207","0.71","86","4.52632","0.08","0.0754","0.07","0.2558","0.02","342","18","0.73","0.3","0.64","0.307","0.26","159","8.36842","0.99","0.1395","0.99","0.4025","0.86","783","41.21053","0.77","0.6868","0.61","0.5562","0.52"
